Unsaved report,,,,,,,,
"January 1, 2019 - August 24, 2019",,,,,,,,
Day,Campaign, Clicks , Impressions , Cost , Avg. position , Conversions ,Search Impr. share,index
2/15/2019,Google - Generic - Therapist - CA,0,7,0,2,0,77.78%,933
2/15/2019,Google - Generic - In Home - Massage Memberships,0,2,0,2,0,40.00%,934
2/15/2019,Google - Generic - In Home - Massage Home Modifier - National,320,3228,1518,2,9,74.22%,935
2/15/2019,Google - Generic - Massage - Core - National,289,4619,632,2,6,28.54%,936
2/15/2019,Google - Generic - Geo Keywords - Massage,431,16188,623,2,5,26.97%,937
2/15/2019,Google - Generic - Massage - SKAG - National,247,9253,358,2,10,13.17%,938
2/15/2019,Google - Generic - Corporate - Massage,31,1849,300,2,4,49.99%,939
2/15/2019,Croud_Google_Non-Brand_In Home_Couples & Valentines Day,69,1185,141,2,0,75.96%,940
2/15/2019,Google - Generic - Massage Types,98,2828,125,2,0,27.44%,941
2/15/2019,Google - Generic - Competitors,13,421,35,2,1,49.94%,942
2/15/2019,Google - Generic - Google Play - App,13,86,31,2,0,100.00%,943
2/15/2019,Google - Generic - DSA,38,1019,20,2,0,10%,944
2/15/2019,Google - Generic - Therapist - US,3,20,6,2,0,40.00%,945
2/15/2019,Google - Generic - In Home - Competitors Reme,0,25,0,1,0,71.43%,946
2/15/2019,Google - Brand - Corporate - Brand,0,4,0,1,0,100.00%,947
2/15/2019,Google - Brand - Extra Tokens,144,892,236,1,11,60.89%,948
2/15/2019,Google - Brand - Core - SKAG,164,784,234,1,18,99.49%,949
2/16/2019,Google - Generic - Corporate - Competitor,0,52,0,4,0,15.29%,950
2/16/2019,Google - UAC - In Home - Android,258,9533,48,3,53,10%,951
2/16/2019,Google - Generic - Therapist - US,0,22,0,2,0,53.66%,952
2/16/2019,Google - Generic - Massage - Core - National,312,5930,699,2,6,29.81%,953
2/16/2019,Google - Generic - Geo Keywords - Massage,499,16781,678,2,12,28.75%,954
2/16/2019,Google - Generic - Massage - SKAG - National,283,10512,445,2,3,12.86%,955
2/16/2019,Croud_Google_Non-Brand_In Home_Couples & Valentines Day,74,1091,141,2,2,77.98%,956
2/16/2019,Google - Generic - Massage Types,88,2719,112,2,0,29.62%,957
2/16/2019,Google - Generic - Corporate - Massage,16,1697,51,2,0,51.66%,958
2/16/2019,Google - Generic - DSA,51,1552,39,2,0,11.26%,959
2/16/2019,Google - Generic - Competitors,18,399,21,2,0,53.27%,960
2/16/2019,Google - Generic - Masseuse,1,14,2,2,0,50.00%,961
2/16/2019,Google - Generic - Therapist - CA,1,9,2,2,0,90.00%,962
2/16/2019,Google - Generic - In Home - Competitors Reme,0,28,0,1,0,100.00%,963
2/16/2019,Google - Brand - Corporate - Brand,0,1,0,1,0,100.00%,964
2/16/2019,Google - Generic - In Home - Massage Home Modifier - National,315,3324,1293,1,19,77.80%,965
2/16/2019,Google - Brand - Extra Tokens,114,945,307,1,4,67.07%,966
2/16/2019,Google - Brand - Core - SKAG,152,657,231,1,15,99.70%,967
2/16/2019,Google - Generic - Google Play - App,12,99,42,1,0,100.00%,968
2/17/2019,Google - Generic - Corporate - Competitor,0,56,0,3,0,14.81%,969
2/17/2019,Google - UAC - In Home - Android,193,8632,32,3,32,10%,970
2/17/2019,Google - Generic - In Home - Massage Memberships,0,4,0,2,0,44.44%,971
2/17/2019,Google - Generic - Geo Keywords - Massage,484,16518,650,2,6,30.05%,972
2/17/2019,Google - Generic - Massage - Core - National,327,5489,631,2,5,31.34%,973
2/17/2019,Google - Generic - Massage - SKAG - National,258,8793,402,2,2,11.96%,974
2/17/2019,Google - Generic - Massage Types,91,2481,112,2,1,30.94%,975
2/17/2019,Google - Generic - Corporate - Massage,16,1725,75,2,0,49.86%,976
2/17/2019,Google - Generic - DSA,81,1639,56,2,1,10.95%,977
2/17/2019,Google - Generic - Competitors,12,352,16,2,0,53.50%,978
2/17/2019,Google - Generic - Google Play - App,8,92,13,2,1,97.87%,979
2/17/2019,Google - Generic - Masseuse,2,25,2,2,0,40.98%,980
2/17/2019,Google - Generic - Therapist - CA,1,8,2,2,0,50.00%,981
2/17/2019,Google - Generic - Therapist - US,0,13,0,1,0,37.14%,982
2/17/2019,Google - Generic - In Home - Massage Home Modifier - National,338,3773,1426,1,9,78.70%,983
2/17/2019,Google - Brand - Extra Tokens,110,1034,213,1,7,65.22%,984
2/17/2019,Google - Brand - Core - SKAG,121,599,127,1,19,99.50%,985
2/17/2019,Croud_Google_Non-Brand_In Home_Couples & Valentines Day,41,777,76,1,0,79.20%,986
2/17/2019,Google - Generic - In Home - Competitors Reme,4,25,15,1,0,80.65%,987
2/18/2019,Google - Generic - Corporate - Competitor,0,38,0,3,0,14.13%,988
2/18/2019,Google - Generic - Corporate - Massage,17,1375,117,3,1,42.27%,989
2/18/2019,Google - UAC - In Home - Android,152,5771,30,3,22,10%,990
2/18/2019,Google - Generic - DSA,52,1108,26,3,0,10%,991
2/18/2019,Google - Generic - Therapist - US,0,13,0,2,0,26.00%,992
2/18/2019,Google - Generic - Therapist - CA,0,10,0,2,0,52.63%,993
2/18/2019,Google - Generic - Geo Keywords - Massage,463,16627,631,2,8,27.04%,994
2/18/2019,Google - Generic - Massage - Core - National,294,4930,587,2,5,32.84%,995
2/18/2019,Google - Generic - Massage - SKAG - National,346,11714,491,2,3,14.13%,996
2/18/2019,Google - Generic - Massage Types,65,2055,71,2,1,24.42%,997
2/18/2019,Google - Generic - Competitors,15,327,26,2,0,50.86%,998
2/18/2019,Google - Generic - Masseuse,3,16,3,2,0,42.11%,999
2/18/2019,Google - Brand - Corporate - Brand,0,4,0,1,0,100.00%,1000
2/18/2019,Google - Generic - In Home - Massage Home Modifier - National,351,4129,1691,1,13,76.22%,1001
2/18/2019,Google - Brand - Extra Tokens,100,919,244,1,11,61.05%,1002
2/18/2019,Google - Brand - Core - SKAG,161,749,203,1,11,99.73%,1003
2/18/2019,Google - Generic - Google Play - App,14,95,34,1,1,98.96%,1004
2/18/2019,Google - Generic - In Home - Competitors Reme,1,15,3,1,0,71.43%,1005
2/19/2019,Google - Generic - Corporate - Massage,34,1273,322,3,3,40.87%,1006
2/19/2019,Google - UAC - In Home - Android,153,5701,23,3,23,10%,1007
2/19/2019,Google - Generic - Corporate - Competitor,1,45,1,3,0,17.37%,1008
2/19/2019,Google - Generic - Masseuse,0,16,0,2,0,47.06%,1009
2/19/2019,Google - Generic - Therapist - CA,0,11,0,2,0,61.11%,1010
2/19/2019,Google - Generic - In Home - Massage Home Modifier - National,317,3871,1480,2,11,77.01%,1011
2/19/2019,Google - Generic - Massage - Core - National,264,4626,617,2,9,33.24%,1012
2/19/2019,Google - Generic - Massage - SKAG - National,378,13054,564,2,6,15.48%,1013
2/19/2019,Google - Generic - Geo Keywords - Massage,347,15022,454,2,5,25.71%,1014
2/19/2019,Google - Generic - Massage Types,71,1901,80,2,1,23.93%,1015
2/19/2019,Google - Generic - DSA,54,1161,43,2,3,10%,1016
2/19/2019,Google - Generic - Google Play - App,13,85,24,2,0,97.70%,1017
2/19/2019,Google - Generic - Competitors,7,304,9,2,0,48.72%,1018
2/19/2019,Google - Generic - In Home - Competitors Reme,2,142,5,2,0,45.51%,1019
2/19/2019,Google - Generic - Therapist - US,3,20,3,2,0,33.33%,1020
2/19/2019,Google - Brand - Core - SKAG,309,1147,333,1,28,100.00%,1021
2/19/2019,Google - Brand - Extra Tokens,133,1001,192,1,6,56.88%,1022
2/19/2019,Google - Brand - Corporate - Brand,1,11,4,1,0,100.00%,1023
2/20/2019,Google - Generic - Corporate - Competitor,0,38,0,3,0,11.88%,1024
2/20/2019,Google - UAC - In Home - Android,176,5882,31,3,29,10%,1025
2/20/2019,Google - Generic - DSA,37,893,26,3,1,10%,1026
2/20/2019,Google - Generic - Therapist - CA,0,10,0,2,0,50.00%,1027
2/20/2019,Google - Generic - In Home - Massage Memberships,0,3,0,2,0,37.50%,1028
2/20/2019,Google - Generic - Massage - Core - National,248,4429,596,2,4,32.17%,1029
2/20/2019,Google - Generic - Massage - SKAG - National,373,13234,595,2,2,15.28%,1030
2/20/2019,Google - Generic - Geo Keywords - Massage,354,14296,469,2,6,24.35%,1031
2/20/2019,Google - Generic - Corporate - Massage,35,1174,287,2,6,41.77%,1032
2/20/2019,Google - Generic - Massage Types,61,1960,70,2,0,24.14%,1033
2/20/2019,Google - Generic - In Home - Competitors Reme,3,114,6,2,0,36.77%,1034
2/20/2019,Google - Generic - Competitors,3,368,3,2,0,43.09%,1035
2/20/2019,Google - Generic - Therapist - US,1,16,1,2,0,30.19%,1036
2/20/2019,Google - Generic - Masseuse,1,14,0,2,0,87.50%,1037
2/20/2019,Google - Brand - Corporate - Brand,0,7,0,1,0,100.00%,1038
2/20/2019,Google - Generic - In Home - Massage Home Modifier - National,288,3732,1308,1,8,81.31%,1039
2/20/2019,Google - Brand - Core - SKAG,346,1279,329,1,35,99.61%,1040
2/20/2019,Google - Brand - Extra Tokens,134,1044,260,1,9,58.49%,1041
2/20/2019,Google - Generic - Google Play - App,7,77,14,1,1,100.00%,1042
2/21/2019,Google - Generic - Masseuse,0,33,0,4,0,35.87%,1043
2/21/2019,Google - Generic - Corporate - Competitor,0,40,0,3,0,15.87%,1044
2/21/2019,Google - UAC - In Home - Android,153,4990,26,3,36,10%,1045
2/21/2019,Google - Generic - In Home - Competitors Reme,0,26,0,2,0,43.33%,1046
2/21/2019,Google - Generic - Therapist - CA,0,16,0,2,0,69.57%,1047
2/21/2019,Google - Generic - In Home - Massage Memberships,0,3,0,2,0,30.00%,1048
2/21/2019,Google - Generic - In Home - Massage Home Modifier - National,285,3135,1367,2,13,71.81%,1049
2/21/2019,Google - Generic - Massage - SKAG - National,346,12624,621,2,3,14.41%,1050
2/21/2019,Google - Generic - Geo Keywords - Massage,338,15654,481,2,6,26.21%,1051
2/21/2019,Google - Generic - Massage - Core - National,204,3756,448,2,4,29.75%,1052
2/21/2019,Google - Generic - Corporate - Massage,39,1147,274,2,3,36.62%,1053
2/21/2019,Google - Generic - Massage Types,33,1607,36,2,0,21.18%,1054
2/21/2019,Google - Generic - DSA,53,1335,32,2,0,10%,1055
2/21/2019,Google - Generic - Google Play - App,9,88,19,2,0,100.00%,1056
2/21/2019,Google - Generic - Competitors,5,179,10,2,0,33.52%,1057
2/21/2019,Google - Generic - Therapist - US,1,20,1,2,0,40.00%,1058
2/21/2019,Google - Brand - Corporate - Brand,0,2,0,1,0,66.67%,1059
2/21/2019,Google - Brand - Core - SKAG,250,1007,250,1,29,99.80%,1060
2/21/2019,Google - Brand - Extra Tokens,138,1031,247,1,2,59.83%,1061
2/22/2019,Google - Generic - Corporate - Competitor,0,69,0,3,0,23.96%,1062
2/22/2019,Google - Generic - Masseuse,0,49,0,3,0,43.55%,1063
2/22/2019,Google - UAC - In Home - Android,148,5185,24,3,27,10%,1064
2/22/2019,Google - Generic - Therapist - CA,0,19,0,2,0,73.08%,1065
2/22/2019,Google - Generic - In Home - Competitors Reme,0,18,0,2,0,72.00%,1066
2/22/2019,Google - Generic - Therapist - US,0,15,0,2,0,30.61%,1067
2/22/2019,Google - Generic - In Home - Massage Home Modifier - National,301,3005,1001,2,22,71.87%,1068
2/22/2019,Google - Generic - Geo Keywords - Massage,432,16877,619,2,5,25.47%,1069
2/22/2019,Google - Generic - Massage - SKAG - National,267,10303,547,2,2,12.21%,1070
2/22/2019,Google - Generic - Massage - Core - National,244,4566,533,2,7,31.81%,1071
2/22/2019,Google - Generic - Corporate - Massage,36,1227,231,2,7,39.82%,1072
2/22/2019,Google - Generic - Massage Types,57,1790,62,2,0,22.85%,1073
2/22/2019,Google - Generic - Competitors,18,439,55,2,0,60.64%,1074
2/22/2019,Google - Generic - DSA,49,1333,28,2,1,10%,1075
2/22/2019,Google - Generic - In Home - Massage Memberships,1,3,1,2,0,30.00%,1076
2/22/2019,Google - Brand - Extra Tokens,133,961,203,1,10,58.10%,1077
2/22/2019,Google - Brand - Core - SKAG,207,921,188,1,16,100.00%,1078
2/22/2019,Google - Generic - Google Play - App,15,100,37,1,1,95.24%,1079
2/22/2019,Google - Brand - Corporate - Brand,2,11,8,1,0,91.67%,1080
2/23/2019,Google - Generic - Corporate - Competitor,0,62,0,3,0,19.38%,1081
2/23/2019,Google - Generic - Massage Types,42,1322,42,3,0,18.45%,1082
2/23/2019,Google - UAC - In Home - Android,134,4342,21,3,24,10%,1083
2/23/2019,Google - Generic - In Home - Competitors Reme,0,25,0,2,0,83.33%,1084
2/23/2019,Google - Generic - In Home - Massage Memberships,0,2,0,2,0,40.00%,1085
2/23/2019,Google - Generic - In Home - Massage Home Modifier - National,351,3392,1764,2,14,77.61%,1086
2/23/2019,Google - Generic - Geo Keywords - Massage,428,15685,596,2,7,26.85%,1087
2/23/2019,Google - Generic - Massage - SKAG - National,320,11065,541,2,4,12.84%,1088
2/23/2019,Google - Generic - Massage - Core - National,233,4260,479,2,3,28.97%,1089
2/23/2019,Google - Generic - Corporate - Massage,17,875,64,2,1,38.81%,1090
2/23/2019,Google - Generic - DSA,47,1320,21,2,0,11.40%,1091
2/23/2019,Google - Generic - Google Play - App,8,82,16,2,0,98.80%,1092
2/23/2019,Google - Generic - Competitors,8,293,9,2,2,36.62%,1093
2/23/2019,Google - Generic - Masseuse,2,12,3,2,0,100.00%,1094
2/23/2019,Google - Generic - Therapist - US,1,18,1,2,0,36.73%,1095
2/23/2019,Google - Brand - Core - SKAG,211,784,206,1,22,99.75%,1096
2/23/2019,Google - Brand - Extra Tokens,91,754,164,1,8,59.59%,1097
2/23/2019,Google - Generic - Therapist - CA,1,14,1,1,0,73.68%,1098
2/23/2019,Google - Brand - Corporate - Brand,1,4,1,1,0,100.00%,1099
2/24/2019,Google - Generic - Corporate - Competitor,0,63,0,3,0,18.10%,1100
2/24/2019,Google - UAC - In Home - Android,186,6822,33,3,43,10%,1101
2/24/2019,Google - Generic - Therapist - CA,0,13,0,2,0,86.67%,1102
2/24/2019,Google - Generic - Therapist - US,0,12,0,2,0,27.27%,1103
2/24/2019,Google - Generic - In Home - Massage Memberships,0,2,0,2,0,33.33%,1104
2/24/2019,Google - Generic - Geo Keywords - Massage,414,14622,544,2,7,27.13%,1105
2/24/2019,Google - Generic - Massage - SKAG - National,308,9519,540,2,2,12.10%,1106
2/24/2019,Google - Generic - Massage - Core - National,239,3756,510,2,6,28.57%,1107
2/24/2019,Google - Generic - Massage Types,63,1900,74,2,0,25.50%,1108
2/24/2019,Google - Generic - Corporate - Massage,9,947,43,2,0,40.67%,1109
2/24/2019,Google - Generic - DSA,58,1217,28,2,1,10%,1110
2/24/2019,Google - Generic - Competitors,14,305,18,2,2,30.32%,1111
2/24/2019,Google - Generic - In Home - Competitors Reme,1,13,2,2,0,72.22%,1112
2/24/2019,Google - Generic - Masseuse,0,14,0,1,0,93.33%,1113
2/24/2019,Google - Brand - Corporate - Brand,0,4,0,1,0,80.00%,1114
2/24/2019,Google - Generic - In Home - Massage Home Modifier - National,352,3322,1637,1,12,79.43%,1115
2/24/2019,Google - Brand - Extra Tokens,101,826,153,1,5,54.52%,1116
2/24/2019,Google - Brand - Core - SKAG,164,742,141,1,25,99.33%,1117
2/24/2019,Google - Generic - Google Play - App,14,103,52,1,0,98.10%,1118
2/25/2019,Google - Generic - Corporate - Competitor,0,48,0,3,0,16.11%,1119
2/25/2019,Google - UAC - In Home - Android,163,6134,27,3,23,10%,1120
2/25/2019,Google - Generic - In Home - Competitors Reme,0,25,0,2,0,80.65%,1121
2/25/2019,Google - Generic - Therapist - CA,0,15,0,2,0,53.57%,1122
2/25/2019,Google - Generic - In Home - Massage Home Modifier - National,280,3459,1402,2,8,72.72%,1123
2/25/2019,Google - Generic - Geo Keywords - Massage,474,18299,624,2,4,27.96%,1124
2/25/2019,Google - Generic - Massage - SKAG - National,356,12559,554,2,1,14.47%,1125
2/25/2019,Google - Generic - Massage - Core - National,148,2922,375,2,6,26.53%,1126
2/25/2019,Google - Generic - Corporate - Massage,31,1257,243,2,4,43.21%,1127
2/25/2019,Google - Generic - Massage Types,72,2390,90,2,0,27.62%,1128
2/25/2019,Google - Generic - DSA,38,1329,23,2,2,10%,1129
2/25/2019,Google - Generic - Competitors,10,238,17,2,1,33.71%,1130
2/25/2019,Google - Generic - Therapist - US,3,19,6,2,0,34.55%,1131
2/25/2019,Google - Generic - Masseuse,1,19,1,2,0,86.36%,1132
2/25/2019,Google - Generic - In Home - Massage Memberships,0,1,0,1,0,20.00%,1133
2/25/2019,Google - Brand - Core - SKAG,190,800,245,1,18,98.04%,1134
2/25/2019,Google - Brand - Extra Tokens,96,682,182,1,5,45.29%,1135
2/25/2019,Google - Generic - Google Play - App,12,87,40,1,3,100.00%,1136
2/25/2019,Google - Brand - Corporate - Brand,1,6,5,1,0,85.71%,1137
2/26/2019,Google - Generic - In Home - Massage Memberships,0,6,0,3,0,40.00%,1138
2/26/2019,Google - Generic - DSA,43,1090,36,3,1,10%,1139
2/26/2019,Google - UAC - In Home - Android,166,6093,29,3,32,10%,1140
2/26/2019,Google - Generic - Corporate - Competitor,1,54,1,3,0,19.57%,1141
2/26/2019,Google - Generic - In Home - Competitors Reme,0,19,0,2,0,65.52%,1142
2/26/2019,Google - Generic - Therapist - CA,0,14,0,2,0,70.00%,1143
2/26/2019,Google - Generic - In Home - Massage Home Modifier - National,283,3284,1396,2,12,71.58%,1144
2/26/2019,Google - Generic - Massage - SKAG - National,343,11191,525,2,1,14.30%,1145
2/26/2019,Google - Generic - Geo Keywords - Massage,383,15790,521,2,8,25.82%,1146
2/26/2019,Google - Generic - Massage - Core - National,155,2896,415,2,3,27.03%,1147
2/26/2019,Google - Generic - Corporate - Massage,33,1463,266,2,5,46.67%,1148
2/26/2019,Google - Generic - Massage Types,55,1659,59,2,0,21.63%,1149
2/26/2019,Google - Generic - Google Play - App,11,84,32,2,1,97.67%,1150
2/26/2019,Google - Generic - Competitors,9,295,10,2,0,46.97%,1151
2/26/2019,Google - Generic - Masseuse,1,18,2,2,0,100.00%,1152
2/26/2019,Google - Generic - Therapist - US,1,16,2,2,0,34.04%,1153
2/26/2019,Google - Brand - Corporate - Brand,1,6,0,2,0,100.00%,1154
2/26/2019,Google - Brand - Extra Tokens,96,614,183,1,11,43.70%,1155
2/26/2019,Google - Brand - Core - SKAG,168,884,179,1,23,98.99%,1156
2/27/2019,Google - Generic - Corporate - Competitor,0,60,0,3,0,17.75%,1157
2/27/2019,Google - Generic - DSA,45,1395,36,3,0,10%,1158
2/27/2019,Google - UAC - In Home - Android,127,5847,20,3,27,10%,1159
2/27/2019,Google - Generic - Therapist - CA,0,21,0,2,0,72.41%,1160
2/27/2019,Google - Generic - Masseuse,0,10,0,2,0,90.91%,1161
2/27/2019,Google - Generic - In Home - Massage Memberships,0,3,0,2,0,42.86%,1162
2/27/2019,Google - Generic - In Home - Massage Home Modifier - National,267,3091,1409,2,9,69.62%,1163
2/27/2019,Google - Generic - Geo Keywords - Massage,407,14939,570,2,7,25.75%,1164
2/27/2019,Google - Generic - Corporate - Massage,62,1538,568,2,6,46.27%,1165
2/27/2019,Google - Generic - Massage - SKAG - National,325,10069,540,2,0,14.30%,1166
2/27/2019,Google - Generic - Massage - Core - National,141,2413,431,2,5,26.17%,1167
2/27/2019,Google - Generic - Massage Types,62,1937,77,2,0,24.35%,1168
2/27/2019,Google - Generic - Competitors,13,201,18,2,0,40.36%,1169
2/27/2019,Google - Generic - Therapist - US,1,12,3,2,0,34.29%,1170
2/27/2019,Google - Generic - In Home - Competitors Reme,0,15,0,1,0,51.72%,1171
2/27/2019,Google - Brand - Core - SKAG,193,798,211,1,16,99.25%,1172
2/27/2019,Google - Brand - Extra Tokens,77,587,80,1,6,42.97%,1173
2/27/2019,Google - Generic - Google Play - App,6,62,20,1,1,100.00%,1174
2/27/2019,Google - Brand - Corporate - Brand,5,12,8,1,0,100.00%,1175
2/28/2019,Google - Generic - Corporate - Competitor,0,51,0,3,0,18.48%,1176
2/28/2019,Google - Generic - Therapist - CA,0,11,0,3,0,57.89%,1177
2/28/2019,Google - Generic - In Home - Massage Memberships,0,2,0,3,0,50.00%,1178
2/28/2019,Google - UAC - In Home - Android,121,4922,25,3,21,10%,1179
2/28/2019,Google - Generic - Therapist - US,0,14,0,2,0,33.33%,1180
2/28/2019,Google - Generic - In Home - Massage Home Modifier - National,296,3514,1442,2,6,75.13%,1181
2/28/2019,Google - Generic - Geo Keywords - Massage,411,15564,549,2,7,26.44%,1182
2/28/2019,Google - Generic - Massage - SKAG - National,270,9934,533,2,2,18.05%,1183
2/28/2019,Google - Generic - Massage - Core - National,172,2623,478,2,10,26.18%,1184
2/28/2019,Google - Generic - Corporate - Massage,43,1496,314,2,9,46.39%,1185
2/28/2019,Google - Generic - Massage Types,60,2374,89,2,1,28.29%,1186
2/28/2019,Google - Generic - DSA,40,1104,26,2,1,10%,1187
2/28/2019,Google - Generic - Google Play - App,7,69,18,2,0,95.83%,1188
2/28/2019,Google - Generic - Competitors,12,251,12,2,0,39.84%,1189
2/28/2019,Google - Generic - Masseuse,3,19,3,2,0,100.00%,1190
2/28/2019,Google - Generic - In Home - Competitors Reme,0,19,0,1,0,47.50%,1191
2/28/2019,Google - Brand - Core - SKAG,140,812,185,1,12,99.02%,1192
2/28/2019,Google - Brand - Extra Tokens,65,521,112,1,7,41.85%,1193
2/28/2019,Google - Brand - Corporate - Brand,1,9,3,1,0,81.82%,1194
3/1/2019,Google - UAC - In Home - Android,136,4490,25,3,30,10%,1195
3/1/2019,Google - Generic - Corporate - Competitor,2,92,5,3,0,22.22%,1196
3/1/2019,Google - Generic - In Home - Competitors Reme,0,12,0,2,0,57.14%,1197
3/1/2019,Google - Generic - In Home - Massage Home Modifier - National,261,2923,1202,2,6,71.45%,1198
3/1/2019,Google - Generic - Geo Keywords - Massage,392,16434,552,2,7,27.86%,1199
3/1/2019,Google - Generic - Massage - SKAG - National,240,7859,550,2,2,11.87%,1200
3/1/2019,Google - Generic - Massage - Core - National,221,4027,515,2,7,27.74%,1201
3/1/2019,Google - Generic - Corporate - Massage,34,1184,355,2,3,38.13%,1202
3/1/2019,Google - Generic - Massage Types,64,2101,83,2,0,26.91%,1203
3/1/2019,Google - Generic - DSA,38,1409,36,2,0,10.33%,1204
3/1/2019,Google - Generic - Google Play - App,6,65,33,2,0,97.01%,1205
3/1/2019,Google - Generic - Competitors,10,427,15,2,0,45.82%,1206
3/1/2019,Google - Generic - Therapist - US,2,16,3,2,0,41.03%,1207
3/1/2019,Google - Generic - Masseuse,2,10,2,2,0,83.33%,1208
3/1/2019,Google - Generic - In Home - Massage Memberships,1,2,1,2,0,28.57%,1209
3/1/2019,Google - Generic - Therapist - CA,0,10,0,1,0,71.43%,1210
3/1/2019,Google - Brand - Core - SKAG,196,770,321,1,21,99.10%,1211
3/1/2019,Google - Brand - Extra Tokens,109,601,243,1,4,48.55%,1212
3/1/2019,Google - Brand - Corporate - Brand,1,11,4,1,0,100.00%,1213
3/2/2019,Google - Generic - Corporate - Competitor,0,120,0,3,0,22.06%,1214
3/2/2019,Google - UAC - In Home - Android,141,5296,25,3,18,10%,1215
3/2/2019,Google - Generic - In Home - Competitors Reme,0,22,0,2,0,91.67%,1216
3/2/2019,Google - Generic - In Home - Massage Home Modifier - National,313,3092,1673,2,19,76.06%,1217
3/2/2019,Google - Generic - Geo Keywords - Massage,531,17713,707,2,8,30.16%,1218
3/2/2019,Google - Generic - Massage - Core - National,226,4142,522,2,7,25.89%,1219
3/2/2019,Google - Generic - Massage - SKAG - National,289,8573,511,2,6,14.52%,1220
3/2/2019,Google - Generic - DSA,62,1418,59,2,0,10.92%,1221
3/2/2019,Google - Generic - Massage Types,53,1693,58,2,1,22.54%,1222
3/2/2019,Google - Generic - Corporate - Massage,18,933,49,2,0,40.55%,1223
3/2/2019,Google - Generic - Competitors,13,477,13,2,1,46.18%,1224
3/2/2019,Google - Generic - Therapist - US,4,17,5,2,0,38.64%,1225
3/2/2019,Google - Generic - Therapist - CA,1,8,1,2,0,72.73%,1226
3/2/2019,Google - Brand - Core - SKAG,175,696,207,1,18,99.71%,1227
3/2/2019,Google - Brand - Extra Tokens,96,581,189,1,12,51.74%,1228
3/2/2019,Google - Generic - Google Play - App,8,98,18,1,1,100.00%,1229
3/2/2019,Google - Generic - Masseuse,3,16,4,1,0,84.21%,1230
3/2/2019,Google - Brand - Corporate - Brand,1,3,0,1,0,100.00%,1231
3/3/2019,Google - Generic - Corporate - Competitor,0,106,0,3,0,19.17%,1232
3/3/2019,Google - UAC - In Home - Android,132,4712,25,3,24,10%,1233
3/3/2019,Google - Generic - Masseuse,0,12,0,2,0,92.31%,1234
3/3/2019,Google - Generic - Therapist - CA,0,12,0,2,0,80.00%,1235
3/3/2019,Google - Brand - Corporate - Brand,0,6,0,2,0,100.00%,1236
3/3/2019,Google - Generic - In Home - Massage Home Modifier - National,346,3263,1605,2,13,75.07%,1237
3/3/2019,Google - Generic - Geo Keywords - Massage,521,17655,698,2,6,31.61%,1238
3/3/2019,Google - Generic - Massage - Core - National,234,4209,645,2,6,27.46%,1239
3/3/2019,Google - Generic - Massage - SKAG - National,295,9237,562,2,4,14.80%,1240
3/3/2019,Google - Generic - Corporate - Massage,18,935,92,2,0,39.80%,1241
3/3/2019,Google - Generic - Massage Types,60,2358,84,2,0,30.15%,1242
3/3/2019,Google - Generic - DSA,74,1925,42,2,0,12.02%,1243
3/3/2019,Google - Generic - Competitors,10,521,13,2,0,45.46%,1244
3/3/2019,Google - Generic - Therapist - US,1,18,2,2,0,39.13%,1245
3/3/2019,Google - Generic - In Home - Competitors Reme,0,14,0,1,0,77.78%,1246
3/3/2019,Google - Brand - Core - SKAG,161,651,154,1,27,99.39%,1247
3/3/2019,Google - Brand - Extra Tokens,89,591,134,1,6,48.21%,1248
3/3/2019,Google - Generic - Google Play - App,11,103,32,1,4,100.00%,1249
3/4/2019,Google - Generic - Corporate - Competitor,0,92,0,3,0,25.14%,1250
3/4/2019,Google - Generic - In Home - Massage Memberships,0,4,0,3,0,33.33%,1251
3/4/2019,Google - Generic - Corporate - Massage,32,1244,216,3,4,41.58%,1252
3/4/2019,Google - UAC - In Home - Android,139,5329,22,3,23,10%,1253
3/4/2019,Google - Generic - Therapist - CA,0,19,0,2,0,76.00%,1254
3/4/2019,Google - Generic - In Home - Massage Home Modifier - National,240,2732,1199,2,6,65.65%,1255
3/4/2019,Google - Generic - Geo Keywords - Massage,435,18437,585,2,8,30.02%,1256
3/4/2019,Google - Generic - Massage - Core - National,228,4171,509,2,3,29.11%,1257
3/4/2019,Google - Generic - Massage - SKAG - National,84,2914,113,2,0,10%,1258
3/4/2019,Google - Generic - Massage Types,54,2532,71,2,0,29.46%,1259
3/4/2019,Google - Generic - DSA,54,1255,48,2,0,10%,1260
3/4/2019,Google - Generic - Competitors,6,290,5,2,0,31.28%,1261
3/4/2019,Google - Generic - Masseuse,4,23,5,2,0,100.00%,1262
3/4/2019,Google - Generic - Therapist - US,2,11,3,2,0,27.50%,1263
3/4/2019,Google - Generic - In Home - Competitors Reme,0,16,0,1,0,61.54%,1264
3/4/2019,Google - Brand - Extra Tokens,119,839,212,1,6,44.70%,1265
3/4/2019,Google - Brand - Core - SKAG,170,711,210,1,18,98.07%,1266
3/4/2019,Google - Generic - Google Play - App,10,60,15,1,1,98.36%,1267
3/4/2019,Google - Brand - Corporate - Brand,2,13,2,1,0,92.86%,1268
3/5/2019,Google - Generic - In Home - Massage Memberships,0,0,0,0,0,10%,1269
3/5/2019,Google - Generic - Corporate - Competitor,0,58,0,3,0,21.17%,1270
3/5/2019,Google - Generic - Massage - Core - National,184,3607,426,3,4,26.92%,1271
