Unsaved report,,,,,,,,
"January 1, 2019 - August 24, 2019",,,,,,,,
Day,Campaign, Clicks , Impressions , Cost , Avg. position , Conversions ,Search Impr. share,index
5/1/2019,Google - Generic - Massage - SKAG - National,72,3491,226,2,3,10%,2352
5/1/2019,Google - Generic - DSA,122,2164,125,2,2,10%,2353
5/1/2019,Google - Generic - Competitors,12,213,85,2,0,57.03%,2354
5/1/2019,Google - Generic - Masseuse,1,13,0,2,0,86.67%,2355
5/1/2019,Google - Brand - Corporate - Brand,0,12,0,1,0,100.00%,2356
5/1/2019,Google - Generic - Therapist - CA,0,3,0,1,0,60.00%,2357
5/1/2019,Google - Generic - In Home - Massage Home Modifier - National,248,2150,1252,1,15,65.25%,2358
5/1/2019,Google - Brand - Core - SKAG,228,845,804,1,41,100.00%,2359
5/1/2019,Google - Generic - Massage Types,34,1279,233,1,0,24.51%,2360
5/1/2019,Google - Brand - Extra Tokens,94,484,154,1,12,48.26%,2361
5/1/2019,Google - Generic - Google Play - App,9,78,49,1,1,100.00%,2362
5/2/2019,Generic - Mother's Day - BMM,67,2470,200,3,0,10.66%,2363
5/2/2019,Google - UAC - In Home - Android,160,7202,42,3,34,10%,2364
5/2/2019,Google - Generic - Corporate - Competitor,1,36,6,3,0,14.52%,2365
5/2/2019,Google - Generic - In Home - Massage Memberships,1,14,1,3,0,31.82%,2366
5/2/2019,Google - Generic - Therapist - US,0,16,0,2,0,32.00%,2367
5/2/2019,Google - Generic - Geo Keywords - Massage,405,11644,675,2,6,28.79%,2368
5/2/2019,Google - Generic - Massage - Core - National,158,2445,508,2,4,25.35%,2369
5/2/2019,Google - Generic - Corporate - Massage,31,682,473,2,10,58.49%,2370
5/2/2019,Google - Generic - Massage - SKAG - National,100,3978,259,2,5,10.12%,2371
5/2/2019,Generic - Mother's Day - Exact,55,2364,200,2,0,16.98%,2372
5/2/2019,Google - Generic - DSA,102,1911,114,2,1,10%,2373
5/2/2019,Google - Generic - Competitors,12,166,43,2,0,64.59%,2374
5/2/2019,Google - Generic - Masseuse,0,15,0,1,0,93.75%,2375
5/2/2019,Google - Generic - Therapist - CA,0,1,0,1,0,50.00%,2376
5/2/2019,Google - Generic - In Home - Massage Home Modifier - National,305,2357,1393,1,17,68.74%,2377
5/2/2019,Google - Brand - Core - SKAG,324,1530,920,1,54,99.61%,2378
5/2/2019,Google - Brand - Extra Tokens,85,609,181,1,11,46.49%,2379
5/2/2019,Google - Generic - Massage Types,22,529,114,1,0,54.26%,2380
5/2/2019,Sports / Couples vs. On-Demand Landing Page,13,370,107,1,0,58.64%,2381
5/2/2019,Google - Generic - Google Play - App,15,100,53,1,0,100.00%,2382
5/2/2019,Google - Brand - Corporate - Brand,2,10,6,1,0,83.33%,2383
5/2/2019,Google - Generic - In Home - Competitors Reme,1,5,1,1,0,62.50%,2384
5/3/2019,Google - Generic - In Home - Massage Memberships,0,13,0,3,0,39.39%,2385
5/3/2019,Google - UAC - In Home - Android,148,6478,31,3,28,10%,2386
5/3/2019,Google - Generic - Therapist - CA,1,3,1,3,0,100.00%,2387
5/3/2019,Google - Generic - Corporate - Competitor,0,29,0,2,0,11.84%,2388
5/3/2019,Google - Generic - Therapist - US,0,18,0,2,0,38.30%,2389
5/3/2019,Google - Generic - Massage - Core - National,223,3572,857,2,6,26.58%,2390
5/3/2019,Google - Generic - Geo Keywords - Massage,432,13042,731,2,4,29.71%,2391
5/3/2019,Google - Generic - Massage - SKAG - National,66,2593,193,2,0,10%,2392
5/3/2019,Google - Generic - Corporate - Massage,12,323,123,2,1,24.64%,2393
5/3/2019,Generic - Mother's Day - Exact,29,688,109,2,0,10%,2394
5/3/2019,Generic - Mother's Day - BMM,38,1523,108,2,0,10%,2395
5/3/2019,Google - Generic - Competitors,18,206,84,2,7,69.36%,2396
5/3/2019,Google - Generic - DSA,66,1268,76,2,1,10%,2397
5/3/2019,Google - Generic - Masseuse,8,17,20,2,0,89.47%,2398
5/3/2019,Google - Generic - In Home - Competitors Reme,0,2,0,1,0,66.67%,2399
5/3/2019,Google - Generic - In Home - Massage Home Modifier - National,260,2346,1140,1,17,68.59%,2400
5/3/2019,Google - Brand - Core - SKAG,212,846,783,1,29,83.35%,2401
5/3/2019,Google - Brand - Extra Tokens,78,660,145,1,11,51.81%,2402
5/3/2019,Sports / Couples vs. On-Demand Landing Page,16,753,101,1,0,22.99%,2403
5/3/2019,Google - Generic - Massage Types,17,511,95,1,0,23.08%,2404
5/3/2019,Google - Generic - Google Play - App,16,96,68,1,0,98.97%,2405
5/3/2019,Google - Brand - Corporate - Brand,1,8,6,1,0,100.00%,2406
5/4/2019,Google - Generic - In Home - Massage Memberships,0,13,0,4,0,44.83%,2407
5/4/2019,Google - Generic - Corporate - Competitor,0,23,0,3,0,10%,2408
5/4/2019,Google - UAC - In Home - Android,122,5273,30,3,28,10%,2409
5/4/2019,Google - Generic - Geo Keywords - Massage,496,14076,793,2,17,34.35%,2410
5/4/2019,Google - Generic - Massage - Core - National,199,3589,528,2,9,26.26%,2411
5/4/2019,Google - Generic - Massage - SKAG - National,76,3390,192,2,2,10%,2412
5/4/2019,Generic - Mother's Day - BMM,34,1800,101,2,0,10%,2413
5/4/2019,Generic - Mother's Day - Exact,28,1191,101,2,0,10%,2414
5/4/2019,Google - Generic - Competitors,8,147,44,2,0,70.87%,2415
5/4/2019,Google - Generic - DSA,65,1143,39,2,1,10%,2416
5/4/2019,Google - Generic - Therapist - US,1,14,3,2,0,46.67%,2417
5/4/2019,Google - Brand - Corporate - Brand,0,4,0,1,0,100.00%,2418
5/4/2019,Google - Generic - Therapist - CA,0,1,0,1,0,25.00%,2419
5/4/2019,Google - Generic - In Home - Massage Home Modifier - National,349,2370,1620,1,24,70.72%,2420
5/4/2019,Google - Brand - Core - SKAG,210,770,630,1,31,100.00%,2421
5/4/2019,Google - Brand - Extra Tokens,79,508,156,1,2,53.99%,2422
5/4/2019,Google - Generic - Massage Types,13,424,108,1,0,20.35%,2423
5/4/2019,Sports / Couples vs. On-Demand Landing Page,20,581,90,1,0,23.10%,2424
5/4/2019,Google - Generic - Corporate - Massage,15,856,76,1,0,54.18%,2425
5/4/2019,Google - Generic - Google Play - App,16,100,53,1,2,100.00%,2426
5/4/2019,Google - Generic - Masseuse,4,24,7,1,0,100.00%,2427
5/5/2019,Google - Generic - In Home - Massage Memberships,0,10,0,4,0,26.32%,2428
5/5/2019,Google - UAC - In Home - Android,143,5061,31,3,29,10%,2429
5/5/2019,Google - Generic - Corporate - Competitor,0,43,0,2,0,16.80%,2430
5/5/2019,Google - Generic - Geo Keywords - Massage,516,14981,815,2,12,36.64%,2431
5/5/2019,Google - Generic - Massage - Core - National,205,3299,458,2,4,27.27%,2432
5/5/2019,Google - Generic - Massage - SKAG - National,97,3229,192,2,5,12.03%,2433
5/5/2019,Google - Generic - Corporate - Massage,21,745,110,2,1,50.96%,2434
5/5/2019,Generic - Mother's Day - BMM,38,1418,101,2,0,10%,2435
5/5/2019,Generic - Mother's Day - Exact,26,1208,99,2,0,10%,2436
5/5/2019,Google - Generic - DSA,71,1222,53,2,1,10%,2437
5/5/2019,Google - Generic - Competitors,7,192,33,2,0,73.28%,2438
5/5/2019,Google - Generic - Therapist - US,3,17,4,2,0,40.48%,2439
5/5/2019,Google - Brand - Corporate - Brand,0,2,0,1,0,100.00%,2440
5/5/2019,Google - Generic - Therapist - CA,0,1,0,1,0,25.00%,2441
5/5/2019,Google - Generic - In Home - Massage Home Modifier - National,324,2284,1838,1,30,70.63%,2442
5/5/2019,Google - Brand - Core - SKAG,237,806,737,1,29,99.63%,2443
5/5/2019,Google - Brand - Extra Tokens,79,627,121,1,11,54.76%,2444
5/5/2019,Sports / Couples vs. On-Demand Landing Page,20,644,106,1,4,23.95%,2445
5/5/2019,Google - Generic - Massage Types,22,438,97,1,0,22.65%,2446
5/5/2019,Google - Generic - Google Play - App,20,93,89,1,2,100.00%,2447
5/5/2019,Google - Generic - Masseuse,2,13,5,1,0,81.25%,2448
5/6/2019,Google - Generic - In Home - Massage Memberships,0,18,0,4,0,40.91%,2449
5/6/2019,Google - Generic - Corporate - Competitor,0,35,0,3,0,13.41%,2450
5/6/2019,Google - UAC - In Home - Android,159,6162,33,3,29,10%,2451
5/6/2019,Google - Generic - Therapist - US,0,27,0,2,0,52.94%,2452
5/6/2019,Google - Generic - Therapist - CA,0,4,0,2,0,80.00%,2453
5/6/2019,Google - Generic - Geo Keywords - Massage,442,14833,704,2,9,33.18%,2454
5/6/2019,Google - Generic - Massage - Core - National,186,3006,622,2,15,27.80%,2455
5/6/2019,Google - Generic - Massage - SKAG - National,94,2919,190,2,11,11.71%,2456
5/6/2019,Generic - Mother's Day - Exact,50,2036,188,2,0,10%,2457
5/6/2019,Generic - Mother's Day - BMM,65,3147,182,2,0,10%,2458
5/6/2019,Google - Generic - Corporate - Massage,9,244,124,2,1,27.26%,2459
5/6/2019,Google - Generic - Competitors,7,191,79,2,0,74.61%,2460
5/6/2019,Google - Generic - DSA,84,1473,70,2,0,10%,2461
5/6/2019,Google - Generic - In Home - Massage Geo - Focus,23,624,29,2,0,30.77%,2462
5/6/2019,Google - Generic - Masseuse,0,22,0,1,0,91.67%,2463
5/6/2019,Google - Generic - In Home - Massage Home Modifier - National,328,2621,1900,1,28,68.38%,2464
5/6/2019,Google - Brand - Core - SKAG,206,758,839,1,36,83.76%,2465
5/6/2019,Google - Brand - Extra Tokens,118,751,216,1,13,56.94%,2466
5/6/2019,Sports / Couples vs. On-Demand Landing Page,12,460,109,1,0,21.72%,2467
5/6/2019,Google - Generic - Massage Types,11,382,101,1,0,21.25%,2468
5/6/2019,Google - Generic - Google Play - App,10,86,37,1,0,100.00%,2469
5/6/2019,Google - Brand - Corporate - Brand,1,13,4,1,0,100.00%,2470
5/7/2019,Google - Generic - In Home - Massage Memberships,0,17,0,4,0,36.17%,2471
5/7/2019,Google - UAC - In Home - Android,128,6128,32,3,30,10%,2472
5/7/2019,Google - Generic - Corporate - Competitor,1,48,2,3,0,16.21%,2473
5/7/2019,Google - Generic - Therapist - US,0,17,0,2,0,41.46%,2474
5/7/2019,Google - Generic - In Home - Massage Home Modifier - National,312,2553,1972,2,31,67.62%,2475
5/7/2019,Google - Generic - Geo Keywords - Massage,421,14045,647,2,13,32.03%,2476
5/7/2019,Google - Generic - Massage - Core - National,160,2888,520,2,4,26.13%,2477
5/7/2019,Google - Generic - Massage - SKAG - National,99,3112,190,2,6,11.64%,2478
5/7/2019,Generic - Mother's Day - Exact,50,1997,180,2,0,10%,2479
5/7/2019,Generic - Mother's Day - BMM,61,3483,178,2,1,10%,2480
5/7/2019,Google - Generic - Competitors,15,230,118,2,2,71.88%,2481
5/7/2019,Google - Generic - In Home - Massage Geo - Focus,58,1752,107,2,0,46.83%,2482
5/7/2019,Google - Generic - Corporate - Massage,14,538,105,2,4,34.09%,2483
5/7/2019,Google - Generic - DSA,81,1628,93,2,0,10%,2484
5/7/2019,Google - Generic - Google Play - App,7,86,30,2,0,98.85%,2485
5/7/2019,Google - Generic - Masseuse,0,8,0,1,0,66.67%,2486
5/7/2019,Google - Brand - Corporate - Brand,0,6,0,1,0,100.00%,2487
5/7/2019,Google - Generic - Therapist - CA,0,1,0,1,0,50.00%,2488
5/7/2019,Google - Brand - Core - SKAG,190,608,833,1,28,79.58%,2489
5/7/2019,Google - Brand - Extra Tokens,128,703,448,1,25,55.62%,2490
5/7/2019,Display - Mother's Day - InMarket,893,125822,190,1,0,0,2491
5/7/2019,Google - Generic - Massage Types,27,673,105,1,0,26.18%,2492
5/7/2019,Sports / Couples vs. On-Demand Landing Page,20,786,103,1,0,25.64%,2493
5/8/2019,Google - Generic - In Home - Massage Memberships,0,12,0,4,0,23.08%,2494
5/8/2019,Google - Generic - Corporate - Competitor,0,48,0,3,0,17.14%,2495
5/8/2019,Google - Generic - DSA,95,1741,87,3,0,10%,2496
5/8/2019,Google - UAC - In Home - Android,114,4601,33,3,28,10%,2497
5/8/2019,Google - Generic - In Home - Massage Home Modifier - National,332,2625,1740,2,33,68.03%,2498
5/8/2019,Google - Generic - Geo Keywords - Massage,435,13660,693,2,11,30.98%,2499
5/8/2019,Google - Generic - Massage - Core - National,181,2761,537,2,8,26.05%,2500
5/8/2019,Google - Generic - Massage - SKAG - National,104,3029,205,2,3,10%,2501
5/8/2019,Generic - Mother's Day - BMM,64,3124,175,2,1,10%,2502
5/8/2019,Generic - Mother's Day - Exact,46,2781,173,2,0,10%,2503
5/8/2019,Google - Generic - Corporate - Massage,15,594,119,2,2,29.10%,2504
5/8/2019,Google - Generic - In Home - Massage Geo - Focus,62,1961,116,2,3,50.20%,2505
5/8/2019,Google - Generic - Competitors,9,202,28,2,1,70.63%,2506
5/8/2019,Google - Generic - Masseuse,3,21,6,2,0,95.45%,2507
5/8/2019,Google - Generic - Therapist - US,1,15,3,2,0,36.59%,2508
5/8/2019,Google - Brand - Corporate - Brand,0,13,0,1,0,86.67%,2509
5/8/2019,Google - Generic - Therapist - CA,0,3,0,1,0,75.00%,2510
5/8/2019,Google - Brand - Core - SKAG,158,560,920,1,25,61.51%,2511
5/8/2019,Google - Brand - Extra Tokens,130,815,386,1,27,59.49%,2512
5/8/2019,Display - Mother's Day - InMarket,754,99986,162,1,0,0,2513
5/8/2019,Google - Generic - Massage Types,21,794,107,1,1,23.65%,2514
5/8/2019,Sports / Couples vs. On-Demand Landing Page,15,485,100,1,0,22.71%,2515
5/8/2019,Google - Generic - Google Play - App,12,99,58,1,0,99.00%,2516
5/9/2019,Google - Generic - Corporate - Competitor,0,49,0,3,0,16.67%,2517
5/9/2019,Google - Generic - DSA,106,2169,154,3,1,10%,2518
5/9/2019,Google - UAC - In Home - Android,107,4010,24,3,21,10%,2519
5/9/2019,Google - Generic - In Home - Massage Memberships,1,8,0,3,0,22.22%,2520
5/9/2019,Google - Generic - In Home - Competitors Reme,0,2,0,2,0,25.00%,2521
5/9/2019,Google - Generic - In Home - Massage Home Modifier - National,338,2718,1936,2,33,68.10%,2522
5/9/2019,Google - Generic - Geo Keywords - Massage,466,14343,739,2,7,31.83%,2523
5/9/2019,Google - Generic - Massage - Core - National,138,2582,467,2,5,23.78%,2524
5/9/2019,Google - Generic - Massage - SKAG - National,86,3811,201,2,3,10.32%,2525
5/9/2019,Google - Generic - In Home - Massage Geo - Focus,73,2308,176,2,5,58.47%,2526
5/9/2019,Generic - Mother's Day - BMM,62,2785,174,2,0,10%,2527
5/9/2019,Generic - Mother's Day - Exact,47,3049,170,2,0,10%,2528
5/9/2019,Google - Generic - Corporate - Massage,8,288,103,2,7,24.49%,2529
5/9/2019,Google - Generic - Competitors,11,249,36,2,0,74.77%,2530
5/9/2019,Google - Generic - Masseuse,3,16,5,2,0,84.21%,2531
5/9/2019,Google - Generic - Therapist - US,2,20,2,2,0,39.22%,2532
5/9/2019,Google - Generic - Therapist - CA,0,1,0,1,0,33.33%,2533
5/9/2019,Google - Brand - Core - SKAG,309,1058,1563,1,54,95.92%,2534
5/9/2019,Google - Brand - Extra Tokens,76,324,187,1,18,74.31%,2535
5/9/2019,Display - Mother's Day - InMarket,1195,120711,162,1,1,0,2536
5/9/2019,Google - Generic - Massage Types,17,546,118,1,0,20.25%,2537
5/9/2019,Sports / Couples vs. On-Demand Landing Page,23,539,115,1,0,20.52%,2538
5/9/2019,Google - Generic - Google Play - App,12,97,57,1,0,97.98%,2539
5/9/2019,Google - Brand - Corporate - Brand,1,9,2,1,0,100.00%,2540
5/10/2019,Google - Generic - DSA,189,4029,406,4,0,10%,2541
5/10/2019,Google - Generic - Corporate - Competitor,0,58,0,3,0,21.97%,2542
5/10/2019,Google - Generic - In Home - Massage Memberships,0,6,0,3,0,19.35%,2543
5/10/2019,Google - UAC - In Home - Android,76,3254,16,3,14,10%,2544
5/10/2019,Google - Generic - Therapist - CA,0,2,0,2,0,40.00%,2545
5/10/2019,Google - Generic - In Home - Massage Home Modifier - National,350,2700,1887,2,40,70.06%,2546
5/10/2019,Google - Generic - Massage - Core - National,199,3747,706,2,10,26.94%,2547
5/10/2019,Google - Generic - Geo Keywords - Massage,437,14824,690,2,14,31.84%,2548
5/10/2019,Google - Generic - In Home - Massage Geo - Focus,95,2591,242,2,2,63.97%,2549
5/10/2019,Google - Generic - Massage - SKAG - National,74,3406,193,2,7,10%,2550
5/10/2019,Generic - Mother's Day - BMM,61,2115,164,2,0,10%,2551
5/10/2019,Generic - Mother's Day - Exact,47,2169,163,2,0,10%,2552
5/10/2019,Google - Generic - Corporate - Massage,11,503,103,2,0,30.65%,2553
5/10/2019,Google - Generic - Competitors,24,376,81,2,5,75.65%,2554
5/10/2019,Google - Generic - Masseuse,3,21,6,2,0,95.45%,2555
5/10/2019,Google - Generic - Therapist - US,2,21,2,2,0,42.00%,2556
5/10/2019,Google - Brand - Core - SKAG,266,910,1505,1,70,87.67%,2557
5/10/2019,Google - Brand - Extra Tokens,77,305,319,1,9,100.00%,2558
5/10/2019,Display - Mother's Day - InMarket,1168,114054,159,1,0,0,2559
5/10/2019,Google - Generic - Massage Types,20,522,105,1,1,23.48%,2560
5/10/2019,Sports / Couples vs. On-Demand Landing Page,20,675,91,1,1,23.05%,2561
5/10/2019,Google - Generic - Google Play - App,14,99,55,1,2,100.00%,2562
5/10/2019,Google - Brand - Corporate - Brand,3,10,6,1,3,100.00%,2563
5/11/2019,Google - Generic - DSA,192,4210,405,4,3,10%,2564
5/11/2019,Google - Generic - In Home - Massage Memberships,0,17,0,3,0,37.78%,2565
5/11/2019,Generic - Mother's Day - Exact,45,1629,160,3,0,10%,2566
5/11/2019,Google - Generic - Corporate - Competitor,2,49,7,3,0,17.95%,2567
5/11/2019,Google - Generic - Therapist - US,0,18,0,2,0,50.00%,2568
5/11/2019,Google - Generic - In Home - Massage Home Modifier - National,427,2782,2461,2,42,73.44%,2569
5/11/2019,Google - Generic - Geo Keywords - Massage,548,15075,801,2,16,34.18%,2570
5/11/2019,Google - Generic - Massage - Core - National,223,3693,541,2,11,24.97%,2571
5/11/2019,Google - Generic - In Home - Massage Geo - Focus,125,2642,299,2,3,65.77%,2572
5/11/2019,Google - Generic - Massage - SKAG - National,58,1878,197,2,4,10%,2573
5/11/2019,Generic - Mother's Day - BMM,63,1989,160,2,0,10%,2574
5/11/2019,Google - Generic - Competitors,34,262,160,2,1,73.60%,2575
5/11/2019,Google - Generic - Corporate - Massage,12,657,100,2,0,41.06%,2576
5/11/2019,Google - Brand - Core - SKAG,290,961,1425,1,74,99.59%,2577
5/11/2019,Google - Brand - Extra Tokens,63,234,231,1,15,100.00%,2578
5/11/2019,Display - Mother's Day - InMarket,1349,132558,159,1,2,0,2579
5/11/2019,Sports / Couples vs. On-Demand Landing Page,20,508,98,1,0,20.98%,2580
5/11/2019,Google - Generic - Massage Types,19,460,94,1,0,22.98%,2581
5/11/2019,Google - Generic - Google Play - App,17,114,55,1,2,99.13%,2582
5/11/2019,Google - UAC - In Home - Android,303,20108,34,1,38,10%,2583
5/11/2019,Google - Generic - Masseuse,5,18,13,1,1,100.00%,2584
5/11/2019,Google - Brand - Corporate - Brand,1,4,1,1,0,100.00%,2585
5/12/2019,Google - Generic - In Home - Massage Memberships,1,20,1,4,0,43.48%,2586
5/12/2019,Google - Generic - DSA,219,3281,304,3,2,12.76%,2587
5/12/2019,Google - Generic - Corporate - Competitor,1,51,5,3,0,19.62%,2588
5/12/2019,Google - Generic - Therapist - US,0,12,0,2,0,37.50%,2589
5/12/2019,Google - Generic - In Home - Massage Home Modifier - National,341,2537,2066,2,33,73.78%,2590
5/12/2019,Google - Generic - Geo Keywords - Massage,490,14443,728,2,21,37.02%,2591
5/12/2019,Google - Generic - Massage - Core - National,189,3148,534,2,11,26.14%,2592
5/12/2019,Google - Generic - In Home - Massage Geo - Focus,100,2078,235,2,4,67.47%,2593
5/12/2019,Google - Generic - Massage - SKAG - National,93,3085,171,2,14,12.62%,2594
5/12/2019,Generic - Mother's Day - BMM,60,1940,156,2,0,10%,2595
5/12/2019,Generic - Mother's Day - Exact,50,1713,156,2,0,10%,2596
5/12/2019,Google - Generic - Google Play - App,13,95,65,2,3,97.94%,2597
5/12/2019,Google - Generic - Corporate - Massage,10,922,49,2,0,52.84%,2598
5/12/2019,Google - Generic - Competitors,13,237,42,2,0,73.75%,2599
5/12/2019,Google - UAC - In Home - Android,110,4933,27,2,26,10%,2600
5/12/2019,Google - Brand - Core - SKAG,282,932,1525,1,102,100.00%,2601
5/12/2019,Google - Brand - Extra Tokens,59,265,161,1,23,100.00%,2602
5/12/2019,Display - Mother's Day - InMarket,1258,119961,119,1,3,0,2603
5/12/2019,Google - Generic - Massage Types,21,476,101,1,0,20.71%,2604
5/12/2019,Sports / Couples vs. On-Demand Landing Page,17,574,94,1,0,22.14%,2605
5/12/2019,Google - Generic - Masseuse,5,30,11,1,0,90.91%,2606
5/12/2019,Google - Brand - Corporate - Brand,1,6,3,1,0,100.00%,2607
5/12/2019,Google - Generic - Therapist - CA,1,5,1,1,0,83.33%,2608
5/13/2019,Google - Generic - In Home - Massage Memberships,0,19,0,4,0,44.19%,2609
5/13/2019,Google - Generic - Corporate - Competitor,2,32,8,3,0,14.10%,2610
5/13/2019,Google - Brand - Corporate - Brand,0,7,0,2,0,87.50%,2611
5/13/2019,Google - Generic - In Home - Massage Home Modifier - National,260,2297,1344,2,9,66.65%,2612
5/13/2019,Google - Generic - Geo Keywords - Massage,410,13761,604,2,13,32.94%,2613
5/13/2019,Google - Generic - Massage - Core - National,134,2641,379,2,4,26.56%,2614
5/13/2019,Google - Generic - Massage - SKAG - National,141,4902,357,2,4,14.96%,2615
5/13/2019,Google - Generic - Corporate - Massage,18,576,256,2,1,43.37%,2616
5/13/2019,Google - Generic - In Home - Massage Geo - Focus,89,2336,212,2,2,62.53%,2617
5/13/2019,Google - Generic - DSA,56,1199,72,2,1,10%,2618
5/13/2019,Google - Generic - Competitors,9,175,59,2,0,70.28%,2619
5/13/2019,Google - Generic - Google Play - App,9,76,24,2,2,100.00%,2620
5/13/2019,Google - UAC - In Home - Android,77,4234,19,2,18,10%,2621
5/13/2019,Google - Generic - Therapist - US,2,26,2,2,0,48.15%,2622
5/13/2019,Google - Generic - Therapist - CA,0,1,0,1,0,33.33%,2623
5/13/2019,Google - Brand - Core - SKAG,226,951,532,1,48,99.69%,2624
5/13/2019,Google - Brand - Extra Tokens,72,250,196,1,18,99.60%,2625
5/13/2019,Sports / Couples vs. On-Demand Landing Page,16,281,106,1,0,23.38%,2626
5/13/2019,Google - Generic - Massage Types,19,590,101,1,0,22.88%,2627
5/13/2019,Display - Mother's Day - InMarket,162,13406,24,1,0,0,2628
5/13/2019,Google - Generic - Masseuse,2,20,2,1,0,86.96%,2629
5/14/2019,Google - Generic - In Home - Massage Memberships,1,19,0,4,0,46.34%,2630
5/14/2019,Google - Generic - Corporate - Competitor,1,37,3,3,0,16.82%,2631
5/14/2019,Google - Generic - Masseuse,0,26,0,2,0,89.66%,2632
5/14/2019,Google - Generic - Therapist - CA,0,4,0,2,0,50.00%,2633
5/14/2019,Google - Generic - In Home - Massage Home Modifier - National,207,1963,1120,2,12,62.54%,2634
5/14/2019,Google - Generic - Massage - SKAG - National,235,9770,650,2,3,18.06%,2635
5/14/2019,Google - Generic - Geo Keywords - Massage,347,11293,540,2,17,28.91%,2636
5/14/2019,Google - Generic - Corporate - Massage,22,916,403,2,1,39.74%,2637
5/14/2019,Google - Generic - Massage - Core - National,102,2051,324,2,2,24.48%,2638
5/14/2019,Google - Generic - In Home - Massage Geo - Focus,51,1613,148,2,5,58.51%,2639
5/14/2019,Google - Generic - Massage Types,26,461,103,2,0,19.34%,2640
5/14/2019,Google - Generic - DSA,59,985,69,2,1,10%,2641
5/14/2019,Google - UAC - In Home - Android,72,3272,16,2,17,10%,2642
5/14/2019,Google - Generic - Competitors,6,142,15,2,0,63.96%,2643
5/14/2019,Google - Generic - Therapist - US,2,26,3,2,0,54.17%,2644
5/14/2019,Google - Brand - Corporate - Brand,0,6,0,1,0,100.00%,2645
5/14/2019,Google - Brand - Core - SKAG,236,998,480,1,42,100.00%,2646
5/14/2019,Google - Brand - Extra Tokens,62,214,160,1,18,100.00%,2647
5/14/2019,Sports / Couples vs. On-Demand Landing Page,16,690,119,1,0,26.26%,2648
5/14/2019,Google - Generic - Google Play - App,13,75,58,1,1,100.00%,2649
5/15/2019,Google - Generic - In Home - Massage Memberships,0,7,0,5,0,20.59%,2650
5/15/2019,Google - Generic - Corporate - Competitor,0,33,0,3,0,14.54%,2651
5/15/2019,Google - UAC - In Home - Android,99,3684,19,3,25,10%,2652
5/15/2019,Google - Generic - In Home - Massage Home Modifier - National,216,2048,1217,2,10,62.15%,2653
5/15/2019,Google - Generic - Massage - SKAG - National,223,10961,910,2,7,17.07%,2654
5/15/2019,Google - Generic - Geo Keywords - Massage,389,10962,603,2,9,29.57%,2655
5/15/2019,Google - Generic - Massage - Core - National,101,1722,274,2,7,22.66%,2656
5/15/2019,Google - Generic - In Home - Massage Geo - Focus,53,1582,150,2,4,58.38%,2657
5/15/2019,Google - Generic - Massage Types,25,919,109,2,2,26.73%,2658
5/15/2019,Google - Generic - DSA,39,983,43,2,0,10%,2659
5/15/2019,Google - Generic - Competitors,9,152,27,2,2,74.15%,2660
5/15/2019,Google - Generic - Therapist - US,2,14,3,2,0,34.15%,2661
5/15/2019,Google - Brand - Corporate - Brand,0,3,0,1,0,100.00%,2662
5/15/2019,Google - Generic - Corporate - Massage,15,499,324,1,4,29.53%,2663
5/15/2019,Google - Brand - Core - SKAG,182,853,282,1,20,99.77%,2664
5/15/2019,Sports / Couples vs. On-Demand Landing Page,14,563,104,1,1,36.49%,2665
5/15/2019,Google - Brand - Extra Tokens,42,164,96,1,4,100.00%,2666
5/15/2019,Google - Generic - Google Play - App,7,72,24,1,0,98.63%,2667
5/15/2019,Google - Generic - Masseuse,1,15,1,1,0,93.75%,2668
5/16/2019,Google - Generic - Corporate - Competitor,0,27,0,3,0,13.47%,2669
5/16/2019,Google - UAC - In Home - Android,95,4500,19,3,16,10%,2670
5/16/2019,Google - Generic - Masseuse,0,9,0,2,0,81.82%,2671
5/16/2019,Google - Generic - In Home - Massage Memberships,0,8,0,2,0,24.24%,2672
5/16/2019,Google - Generic - In Home - Massage Home Modifier - National,245,2110,1329,2,8,62.75%,2673
5/16/2019,Google - Generic - Massage - SKAG - National,202,7697,618,2,13,15.88%,2674
5/16/2019,Google - Generic - Geo Keywords - Massage,356,10010,566,2,16,26.82%,2675
5/16/2019,Google - Generic - Massage - Core - National,107,1832,419,2,3,23.25%,2676
5/16/2019,Google - Generic - Corporate - Massage,24,1107,316,2,3,50.90%,2677
5/16/2019,Google - Generic - In Home - Massage Geo - Focus,49,1637,131,2,9,57.70%,2678
5/16/2019,Google - Generic - Massage Types,27,833,98,2,1,35.63%,2679
5/16/2019,Google - Generic - Competitors,7,134,39,2,8,81.21%,2680
5/16/2019,Google - Generic - DSA,33,793,28,2,0,10%,2681
5/16/2019,Google - Brand - Corporate - Brand,1,7,3,2,0,100.00%,2682
5/16/2019,Google - Generic - Therapist - US,1,22,2,2,0,52.38%,2683
5/16/2019,Google - Generic - Therapist - CA,0,6,0,1,0,66.67%,2684
5/16/2019,Google - Brand - Core - SKAG,216,944,482,1,27,99.79%,2685
5/16/2019,Google - Brand - Extra Tokens,57,222,120,1,6,100.00%,2686
5/16/2019,Sports / Couples vs. On-Demand Landing Page,14,529,96,1,0,54.48%,2687
5/16/2019,Google - Generic - Google Play - App,4,68,18,1,0,100.00%,2688
5/17/2019,Google - Generic - In Home - Massage Memberships,0,11,0,4,0,29.73%,2689
5/17/2019,Google - UAC - In Home - Android,133,7538,36,3,30,10%,2690
