Unsaved report,,,,,,,
"January 1, 2019 - August 24, 2019",,,,,,,
Day,Campaign, Clicks , Impressions , Cost , Avg. position , Conversions ,Search Impr. share
5/19/2019,Google - Generic - Corporate - Massage,14.00,730.00,71.00,2.00, -   ,49.73%
5/19/2019,Google - Generic - Google Play - App,17.00,88.00,63.00,1.00,1.00,98.88%
5/19/2019,Google - Generic - In Home - Massage Home Modifier - National,226.00,2078.00,1377.00,2.00,14.00,69.59%
5/19/2019,Google - Brand - Extra Tokens,49.00,192.00,91.00,1.00,5.00,100.00%
5/19/2019,Google - Generic - Therapist - US,1.00,16.00,1.00,2.00, -   ,43.24%
5/19/2019,Google - Generic - Geo Keywords - Massage,403.00,10643.00,569.00,2.00,14.00,30.92%
5/19/2019,Sports / Couples vs. On-Demand Landing Page,22.00,416.00,104.00,1.00, -   ,50.92%
5/19/2019,Google - Generic - In Home - Massage Geo - Focus,67.00,1479.00,192.00,2.00,1.00,63.53%
5/20/2019,Google - Generic - Massage - SKAG - National,102.00,4543.00,276.00,2.00,4.00,13.26%
5/20/2019,Google - Brand - Core - SKAG,233.00,976.00,373.00,1.00,42.00,99.90%
5/20/2019,Google - Generic - Competitors,4.00,112.00,11.00,2.00, -   ,74.17%
5/20/2019,Google - Generic - In Home - Massage Memberships,1.00,12.00,1.00,4.00, -   ,26.67%
5/20/2019,Google - UAC - In Home - Android,106.00,5100.00,20.00,3.00,26.00,<10%
5/20/2019,Google - Generic - Massage - Core - National,145.00,2114.00,471.00,2.00,6.00,25.31%
5/20/2019,Google - Generic - Corporate - Competitor, -   ,19.00, -   ,3.00, -   ,10.00%
5/20/2019,Google - Brand - Extra Tokens,57.00,231.00,89.00,1.00,2.00,100.00%
5/20/2019,Google - Generic - Therapist - US, -   ,17.00, -   ,2.00, -   ,44.74%
5/20/2019,Google - Generic - Geo Keywords - Massage,393.00,11713.00,612.00,2.00,2.00,29.32%
5/20/2019,Sports / Couples vs. On-Demand Landing Page,15.00,351.00,106.00,1.00, -   ,64.64%
5/20/2019,Google - Generic - In Home - Massage Geo - Focus,62.00,1778.00,176.00,2.00, -   ,59.13%
5/21/2019,Google - Generic - In Home - Massage Memberships, -   ,12.00, -   ,4.00, -   ,30.00%
5/21/2019,Google - UAC - In Home - Android,120.00,5922.00,25.00,3.00,27.00,<10%
5/21/2019,Google - Generic - Massage Types,29.00,1503.00,100.00,2.00, -   ,41.01%
5/21/2019,Google - Generic - Google Play - App,10.00,68.00,50.00,1.00,1.00,95.77%
7/19/2019,Google - Brand - Corporate - Brand, -   ,6.00, -   ,2.00, -   ,66.67%
7/19/2019,Google - Generic - Google Play - App,19.00,107.00,59.00,1.00, -   ,88.43%
7/19/2019,Google - Generic - Massage - Core - National,91.00,1784.00,250.00,2.00, -   ,21.31%
7/19/2019,Google - Generic - In Home - Massage Home Modifier - National,97.00,1035.00,266.00,2.00,9.00,36.04%
7/19/2019,Google - Generic - Masseuse,1.00,27.00,1.00,2.00, -   ,96.67%
7/19/2019,Google - Brand - Extra Tokens,53.00,213.00,126.00,1.00,10.00,99.53%
7/19/2019,Google - Generic - In Home - Massage Home Modifier - Focus,12.00,123.00,128.00,1.00, -   ,35.14%
7/19/2019,Google - Generic - Massage - SKAG - Focus,16.00,681.00,59.00,3.00, -   ,13.30%
7/19/2019,YouTube - Topics - InStream,9.00,2265.00,19.00,1.00, -   , --
7/19/2019,YouTube - Custom Intent - InStream - Top Keywords,8.00,4134.00,66.00,1.00, -   , --
7/19/2019,YouTube - Contextual - Discovery - Top Keywords, -   ,6329.00,3.00,1.00, -   , --
7/19/2019,YouTube - Retargeting - Non Visiting Video Watchers - CPM, -   ,1.00, -   ,1.00, -   , --
7/20/2019,Google - Generic - Massage - SKAG - National,106.00,2983.00,198.00,2.00,2.00,10.92%
7/20/2019,Google - Generic - DSA,50.00,709.00,37.00,3.00, -   ,<10%
7/20/2019,Google - Generic - Corporate - Massage,12.00,371.00,65.00,2.00, -   ,36.02%
7/20/2019,Google - Generic - Competitors,34.00,1402.00,113.00,2.00, -   ,13.59%
7/20/2019,Google - Brand - Corporate - Brand,1.00,4.00,3.00,1.00, -   ,100.00%
7/20/2019,Google - Generic - Massage - Core - National,97.00,1837.00,249.00,2.00, -   ,18.56%
7/20/2019,Google - Generic - In Home - Massage Home Modifier - National,111.00,1212.00,240.00,2.00,8.00,50.12%
7/20/2019,Google - Generic - Geo Keywords - Massage,141.00,3553.00,298.00,3.00,7.00,18.16%
7/20/2019,Google - Generic - In Home - Massage Home Modifier - Focus,24.00,131.00,137.00,1.00, -   ,38.19%
7/20/2019,Google - Generic - Massage - SKAG - Focus,17.00,553.00,52.00,2.00,1.00,12.28%
7/20/2019,YouTube - InMarket - InStream,3.00,2190.00,19.00,1.00, -   , --
7/20/2019,YouTube - Contextual - Discovery - Comptetitor, -   ,1047.00,0.00,1.00, -   , --
7/20/2019,YouTube - Contextual - Discovery - Top Keywords, -   ,6131.00,8.00,1.00, -   , --
7/20/2019,YouTube - Retargeting - Non Converters- CPM,1.00,827.00,8.00,1.00, -   , --
7/21/2019,Google - Generic - Massage - SKAG - National,104.00,2426.00,196.00,2.00,7.00,11.32%
7/21/2019,Google - Brand - Core - SKAG,167.00,587.00,310.00,1.00,25.00,99.32%
7/21/2019,Google - Generic - DSA,60.00,784.00,41.00,3.00,1.00,<10%
7/21/2019,Google - Generic - Corporate - Massage,10.00,301.00,36.00,2.00,1.00,35.54%
7/21/2019,Google - Generic - Competitors,34.00,948.00,105.00,2.00,2.00,11.33%
7/21/2019,Google - Brand - Corporate - Brand, -   ,3.00, -   ,2.00, -   ,100.00%
7/21/2019,Google - Generic - Google Play - App,16.00,110.00,86.00,1.00,3.00,83.97%
7/21/2019,Google - Generic - Massage - Core - National,87.00,1420.00,255.00,2.00,1.00,16.50%
7/21/2019,Google - Generic - In Home - Massage Home Modifier - National,124.00,1049.00,255.00,2.00,6.00,40.66%
7/21/2019,Google - Generic - Masseuse,3.00,23.00,5.00,2.00, -   ,93.55%
7/21/2019,Google - Brand - Extra Tokens,45.00,225.00,175.00,1.00,4.00,100.00%
7/21/2019,Google - Generic - Geo Keywords - Massage,165.00,4099.00,299.00,3.00,8.00,15.64%
7/21/2019,Google - Generic - In Home - Massage Home Modifier - Focus,13.00,98.00,141.00,1.00, -   ,36.30%
7/21/2019,Google - Generic - Massage - Core - Focus,40.00,817.00,149.00,2.00,1.00,36.18%
7/21/2019,YouTube - Topics - InStream,14.00,2447.00,19.00,1.00, -   , --
7/21/2019,YouTube - Custom Intent - InStream - Top Keywords,11.00,4753.00,66.00,1.00, -   , --
7/21/2019,YouTube - InMarket - InStream,1.00,2252.00,19.00,1.00, -   , --
7/21/2019,YouTube - Contextual - Discovery - Top Keywords, -   ,6335.00,3.00,1.00, -   , --
7/21/2019,YouTube - Retargeting - Non Visiting Video Watchers - CPM, -   ,215.00,1.00,1.00, -   , --
7/21/2019,YouTube - Retargeting - Non Converters- CPM,3.00,1072.00,9.00,1.00, -   , --
7/22/2019,Google - Generic - Massage - SKAG - National,84.00,1744.00,118.00,3.00,2.00,11.21%
7/22/2019,Google - Brand - Core - SKAG,192.00,741.00,456.00,1.00,37.00,96.11%
7/22/2019,Google - UAC - In Home - Android,608.00,63918.00,20.00,1.00,22.00,<10%
7/22/2019,Google - Generic - In Home - Massage Home Modifier - National,118.00,1220.00,262.00,2.00,8.00,42.84%
7/22/2019,Google - Brand - Extra Tokens,57.00,244.00,215.00,1.00,9.00,100.00%
7/22/2019,Google - Generic - Geo Keywords - Massage,121.00,3868.00,216.00,3.00,4.00,14.10%
7/22/2019,Google - Generic - Massage - SKAG - Focus,15.00,446.00,51.00,2.00,2.00,13.92%
7/22/2019,YouTube - Custom Intent - InStream - Top Keywords,10.00,5526.00,70.00,1.00, -   , --
7/22/2019,YouTube - Contextual - Discovery - Comptetitor, -   ,1069.00,0.00,1.00, -   , --
7/22/2019,YouTube - Retargeting - Non Converters- CPM,2.00,1120.00,10.00,1.00, -   , --
7/23/2019,Google - Generic - Competitors,27.00,438.00,70.00,2.00, -   ,10.39%
7/23/2019,Google - UAC - In Home - Android,459.00,52200.00,15.00,1.00,28.00,<10%
7/23/2019,Google - Brand - Corporate - Brand, -   ,4.00, -   ,2.00, -   ,80.00%
7/23/2019,Google - Brand - Extra Tokens,64.00,299.00,170.00,1.00,8.00,99.67%
7/23/2019,Google - Generic - Geo Keywords - Massage,189.00,5482.00,347.00,2.00,7.00,17.42%
7/23/2019,Google - Generic - In Home - Massage Home Modifier - Focus,19.00,160.00,127.00,2.00, -   ,56.94%
7/23/2019,Google - Generic - Massage - SKAG - Focus,18.00,433.00,42.00,2.00,1.00,15.76%
7/23/2019,Google - Generic - Massage - Core - Focus,34.00,707.00,126.00,2.00, -   ,36.46%
7/23/2019,YouTube - InMarket - InStream,37.00,16879.00,156.00,1.00, -   , --
7/23/2019,YouTube - Contextual - Discovery - Comptetitor, -   ,815.00,0.00,1.00, -   , --
7/23/2019,YouTube - Retargeting - Non Visiting Video Watchers - CPM, -   ,1.00, -   ,1.00, -   , --
7/24/2019,Google - Generic - DSA,43.00,1009.00,31.00,3.00, -   ,<10%
7/24/2019,Google - Brand - Corporate - Brand,1.00,5.00,4.00,1.00, -   ,83.33%
7/24/2019,Google - Generic - Massage - Core - National,61.00,1025.00,256.00,2.00,1.00,14.00%
7/24/2019,Google - Generic - Masseuse, -   ,15.00, -   ,1.00, -   ,94.12%
7/24/2019,Google - Generic - Geo Keywords - Massage,166.00,5939.00,358.00,2.00,2.00,19.04%
7/24/2019,Google - Generic - In Home - Massage Home Modifier - Focus,31.00,303.00,119.00,1.00,1.00,70.14%
7/24/2019,Google - Generic - Massage - SKAG - Focus,23.00,727.00,52.00,2.00, -   ,16.00%
7/24/2019,Google - Generic - Massage - Core - Focus,40.00,519.00,108.00,2.00,2.00,29.27%
7/24/2019,YouTube - Topics - InStream,64.00,15469.00,152.00,1.00, -   , --
7/24/2019,YouTube - InMarket - InStream,30.00,17537.00,153.00,1.00, -   , --
7/24/2019,YouTube - Contextual - Discovery - Top Keywords, -   ,7366.00,6.00,1.00, -   , --
7/24/2019,YouTube - Retargeting - Non Visiting Video Watchers - CPM, -   ,1.00, -   ,2.00, -   , --
7/24/2019,YouTube - Retargeting - Non Converters- CPM,11.00,2214.00,36.00,1.00, -   , --
7/24/2019,Google - Generic - Assisted Stretching - NYC Geo,1.00,199.00,4.00,1.00, -   ,74.81%
7/25/2019,Google - Generic - Massage - SKAG - National,95.00,2175.00,207.00,2.00,3.00,<10%
7/25/2019,Google - Brand - Core - SKAG,177.00,689.00,251.00,1.00,41.00,98.15%
7/25/2019,Google - Generic - DSA,45.00,654.00,37.00,3.00,1.00,<10%
7/25/2019,Google - Generic - Competitors,25.00,921.00,110.00,2.00,1.00,<10%
7/25/2019,Google - UAC - In Home - Android,646.00,56365.00,21.00,1.00,23.00,<10%
7/25/2019,Google - Generic - Google Play - App,15.00,91.00,55.00,1.00,1.00,88.35%
7/25/2019,Google - Generic - Massage - Core - National,70.00,1446.00,252.00,2.00,1.00,16.73%
7/25/2019,Google - Generic - In Home - Massage Home Modifier - National,92.00,874.00,253.00,2.00,6.00,36.21%
7/25/2019,Google - Generic - Masseuse,1.00,27.00,0.00,2.00, -   ,84.85%
7/25/2019,Google - Brand - Extra Tokens,55.00,229.00,225.00,1.00,5.00,99.57%
7/25/2019,Google - Generic - Geo Keywords - Massage,147.00,4479.00,324.00,2.00,4.00,15.99%
7/25/2019,Google - Generic - Massage - SKAG - Focus,15.00,520.00,52.00,2.00, -   ,12.88%
7/25/2019,Google - Generic - Massage - Core - Focus,38.00,531.00,145.00,2.00, -   ,29.47%
7/25/2019,YouTube - Topics - InStream,61.00,16685.00,156.00,1.00, -   , --
7/25/2019,YouTube - Custom Intent - InStream - Top Keywords,21.00,11658.00,156.00,1.00, -   , --
7/25/2019,YouTube - Retargeting - Non Converters- CPM,13.00,2375.00,36.00,1.00, -   , --
7/25/2019,Google - Generic - Assisted Stretching - NYC Geo,2.00,151.00,9.00,2.00, -   ,70.89%
7/26/2019,Google - Generic - Massage - SKAG - National,99.00,2473.00,198.00,2.00,3.00,11.19%
7/26/2019,Google - Generic - Competitors,25.00,706.00,81.00,2.00,2.00,10.06%
7/26/2019,Google - Generic - Massage - Core - National,77.00,1569.00,240.00,2.00,3.00,18.84%
7/26/2019,Google - Generic - In Home - Massage Home Modifier - National,98.00,890.00,241.00,2.00,4.00,37.81%
7/26/2019,Google - Generic - Geo Keywords - Massage,135.00,3761.00,307.00,3.00,7.00,13.81%
7/26/2019,Google - Generic - Massage - Core - Focus,46.00,845.00,187.00,2.00,1.00,37.00%
7/26/2019,YouTube - Retargeting - Non Converters- CPM,4.00,2104.00,34.00,1.00, -   , --
7/27/2019,Google - Brand - Core - SKAG,159.00,577.00,283.00,1.00,43.00,98.80%
7/27/2019,Google - Generic - DSA,26.00,472.00,8.00,3.00, -   ,<10%
7/27/2019,Google - Generic - Google Play - App,19.00,113.00,76.00,1.00,2.00,90.40%
7/27/2019,Google - Generic - Massage - Core - National,59.00,938.00,205.00,2.00,1.00,14.38%
7/27/2019,Google - Generic - Masseuse,1.00,21.00,3.00,1.00, -   ,95.45%
7/27/2019,Google - Generic - In Home - Massage Home Modifier - Focus,16.00,108.00,125.00,2.00, -   ,37.24%
7/27/2019,Google - Generic - Massage - Core - Focus,64.00,886.00,162.00,2.00,2.00,35.96%
7/27/2019,YouTube - Custom Intent - InStream - Top Keywords,47.00,19800.00,299.00,1.00, -   , --
7/27/2019,YouTube - Contextual - Discovery - Comptetitor, -   ,549.00,0.00,1.00, -   , --
7/27/2019,YouTube - Contextual - Discovery - Top Keywords, -   ,6767.00,3.00,1.00, -   , --
7/27/2019,YouTube - Contextual - InStream - Competitor, -   ,71.00,1.00,1.00, -   , --
7/28/2019,Google - Generic - Massage - SKAG - National,101.00,1989.00,156.00,2.00,1.00,13.36%
7/28/2019,Google - Generic - DSA,25.00,349.00,15.00,3.00, -   ,<10%
7/28/2019,Google - UAC - In Home - Android,518.00,45705.00,19.00,1.00,20.00,<10%
7/28/2019,Google - Generic - Google Play - App,18.00,103.00,94.00,1.00, -   ,89.57%
7/28/2019,Google - Generic - Massage - Core - National,67.00,1166.00,205.00,2.00,2.00,14.21%
7/28/2019,Google - Generic - In Home - Massage Home Modifier - National,113.00,1108.00,241.00,2.00,7.00,46.26%
7/28/2019,Google - Generic - Geo Keywords - Massage,167.00,4260.00,283.00,2.00,3.00,17.50%
7/28/2019,Google - Generic - In Home - Massage Home Modifier - Focus,27.00,147.00,118.00,1.00, -   ,39.62%
7/28/2019,Google - Generic - Massage - Core - Focus,44.00,840.00,113.00,2.00,1.00,37.74%
7/28/2019,YouTube - Topics - InStream,118.00,28612.00,302.00,1.00, -   , --
7/28/2019,YouTube - Custom Intent - InStream - Top Keywords,59.00,20461.00,300.00,1.00, -   , --
7/28/2019,YouTube - Contextual - Discovery - Top Keywords, -   ,6790.00,5.00,1.00, -   , --
7/28/2019,YouTube - Retargeting - Non Visiting Video Watchers - CPM, -   ,70.00,0.00,1.00, -   , --
7/28/2019,YouTube - Contextual - InStream - Competitor,1.00,51.00,2.00,1.00, -   , --
7/29/2019,Google - Generic - Massage - SKAG - National,100.00,1900.00,158.00,2.00,3.00,13.47%
7/29/2019,Google - Generic - Competitors,26.00,586.00,72.00,2.00, -   ,<10%
7/29/2019,Google - UAC - In Home - Android,373.00,37948.00,11.00,1.00,23.00,<10%
7/29/2019,Google - Brand - Corporate - Brand, -   ,12.00, -   ,2.00, -   ,100.00%
7/29/2019,Google - Generic - Massage - Core - National,61.00,1184.00,202.00,2.00, -   ,15.74%
7/29/2019,Google - Generic - In Home - Massage Home Modifier - National,105.00,1098.00,205.00,3.00,6.00,43.08%
7/29/2019,Google - Generic - Masseuse,5.00,40.00,10.00,1.00, -   ,93.02%
7/29/2019,Google - Generic - Geo Keywords - Massage,148.00,4082.00,252.00,2.00,7.00,15.39%
7/29/2019,Google - Generic - Massage - SKAG - Focus,25.00,549.00,67.00,2.00,1.00,14.64%
7/29/2019,Google - Generic - Massage - Core - Focus,44.00,680.00,221.00,2.00, -   ,35.29%
7/29/2019,YouTube - Custom Intent - InStream - Top Keywords,34.00,9538.00,152.00,1.00, -   , --
7/29/2019,Google - Generic - Assisted Stretching - NYC Geo,4.00,131.00,12.00,2.00, -   ,66.84%
7/30/2019,Google - Generic - Massage - SKAG - National,102.00,2273.00,192.00,2.00,3.00,13.78%
7/30/2019,Google - Brand - Core - SKAG,207.00,778.00,431.00,1.00,18.00,97.86%
7/30/2019,Google - Generic - Competitors,22.00,655.00,63.00,2.00, -   ,<10%
7/30/2019,Google - UAC - In Home - Android,755.00,85453.00,26.00,1.00,21.00,<10%
7/30/2019,Google - Generic - Massage - Core - National,62.00,907.00,194.00,2.00,1.00,14.23%
7/30/2019,Google - Brand - Extra Tokens,62.00,249.00,149.00,1.00,5.00,99.60%
7/30/2019,Google - Generic - Geo Keywords - Massage,135.00,3859.00,229.00,2.00,6.00,15.45%
7/30/2019,Google - Generic - In Home - Massage Home Modifier - Focus,9.00,109.00,62.00,1.00,2.00,95.61%
7/30/2019,Google - Generic - Massage - Core - Focus,34.00,656.00,125.00,2.00,1.00,34.24%
7/30/2019,YouTube - Topics - InStream,27.00,6456.00,66.00,1.00, -   , --
7/30/2019,YouTube - InMarket - InStream,11.00,6118.00,60.00,1.00, -   , --
7/30/2019,YouTube - Contextual - Discovery - Comptetitor, -   ,466.00,0.00,1.00, -   , --
7/30/2019,YouTube - Retargeting - Non Visiting Video Watchers - CPM, -   ,1.00, -   ,2.00, -   , --
7/30/2019,YouTube - Retargeting - Non Converters- CPM,7.00,2027.00,31.00,1.00, -   , --
7/30/2019,Google - Generic - Assisted Stretching - NYC Geo,1.00,166.00,2.00,2.00, -   ,65.10%
7/31/2019,Google - Brand - Core - SKAG,205.00,820.00,366.00,1.00,40.00,96.58%
7/31/2019,Google - Generic - DSA,23.00,384.00,8.00,3.00, -   ,<10%
7/31/2019,Google - Generic - Corporate - Massage,22.00,532.00,276.00,3.00,1.00,43.36%
7/31/2019,Google - Generic - Competitors,24.00,825.00,151.00,2.00,3.00,<10%
7/31/2019,Google - UAC - In Home - Android,555.00,45119.00,19.00,1.00,21.00,<10%
7/31/2019,Google - Brand - Corporate - Brand,2.00,17.00,7.00,1.00, -   ,100.00%
7/31/2019,Google - Generic - In Home - Massage Home Modifier - National,128.00,1449.00,328.00,2.00,4.00,46.79%
7/31/2019,Google - Generic - Masseuse,5.00,38.00,9.00,1.00, -   ,95.00%
7/31/2019,Google - Generic - Massage - SKAG - Focus,26.00,758.00,67.00,2.00, -   ,17.27%
7/31/2019,YouTube - Topics - InStream, -   , -   , -   , -   , -   , --
7/31/2019,YouTube - Retargeting - Non Visiting Video Watchers - CPM, -   ,21.00,0.00,1.00, -   , --
5/21/2019,Google - Generic - In Home - Massage Home Modifier - National,203.00,1908.00,976.00,2.00,7.00,62.83%
5/21/2019,Google - Generic - Corporate - Competitor, -   ,18.00, -   ,3.00, -   ,<10%
5/21/2019,Google - Brand - Extra Tokens,61.00,178.00,151.00,1.00,4.00,100.00%
5/21/2019,Google - Generic - Therapist - CA, -   ,2.00, -   ,1.00, -   ,66.67%
5/21/2019,Google - Generic - Geo Keywords - Massage,350.00,11051.00,549.00,2.00,15.00,28.61%
5/21/2019,Sports / Couples vs. On-Demand Landing Page,20.00,527.00,95.00,1.00, -   ,64.90%
5/22/2019,Google - Brand - Core - SKAG,208.00,1004.00,436.00,1.00,36.00,99.80%
5/22/2019,Google - Generic - DSA,27.00,662.00,8.00,2.00,1.00,<10%
5/22/2019,Google - Generic - In Home - Massage Memberships, -   ,6.00, -   ,3.00, -   ,24.00%
5/22/2019,Google - Generic - Google Play - App,8.00,69.00,24.00,1.00, -   ,100.00%
5/22/2019,Google - Generic - Massage - Core - National,108.00,1665.00,369.00,2.00,10.00,23.41%
5/22/2019,Google - Generic - Corporate - Competitor, -   ,38.00, -   ,3.00, -   ,13.38%
5/22/2019,Sports / Couples vs. On-Demand Landing Page,17.00,554.00,91.00,1.00, -   ,67.73%
5/23/2019,Google - Brand - Core - SKAG,246.00,964.00,513.00,1.00,50.00,99.79%
5/23/2019,Google - Generic - DSA,32.00,684.00,32.00,3.00,1.00,<10%
5/23/2019,Google - Generic - Corporate - Massage,31.00,1207.00,298.00,2.00,2.00,53.38%
5/23/2019,Google - Generic - Competitors,7.00,124.00,43.00,2.00, -   ,71.43%
5/23/2019,Google - Generic - In Home - Massage Memberships, -   ,11.00, -   ,4.00, -   ,25.58%
5/23/2019,Google - UAC - In Home - Android,133.00,5905.00,26.00,3.00,25.00,<10%
5/23/2019,Google - Generic - Therapist - US,2.00,30.00,3.00,1.00, -   ,58.82%
5/23/2019,Google - Generic - Therapist - CA, -   ,4.00, -   ,2.00, -   ,66.67%
5/23/2019,Google - Generic - Geo Keywords - Massage,327.00,10653.00,499.00,2.00,3.00,28.06%
5/23/2019,Sports / Couples vs. On-Demand Landing Page,16.00,460.00,100.00,1.00,1.00,64.66%
5/23/2019,Google - Generic - In Home - Massage Geo - Focus,40.00,1423.00,106.00,2.00, -   ,59.29%
5/24/2019,Google - Generic - Competitors,5.00,143.00,26.00,2.00, -   ,48.64%
5/24/2019,Google - Generic - In Home - Massage Memberships, -   ,8.00, -   ,3.00, -   ,32.00%
5/24/2019,Google - UAC - In Home - Android,169.00,8241.00,40.00,3.00,36.00,<10%
5/24/2019,Google - Generic - In Home - Massage Home Modifier - National,242.00,1973.00,1443.00,2.00,12.00,69.18%
5/24/2019,Google - Generic - Therapist - US,1.00,13.00,2.00,2.00, -   ,33.33%
5/24/2019,Google - Generic - Massage - SKAG - Focus,47.00,2703.00,397.00,2.00, -   ,35.24%
5/25/2019,Google - Generic - Massage - SKAG - National,65.00,2141.00,197.00,2.00,2.00,<10%
5/25/2019,Google - Brand - Core - SKAG,201.00,692.00,366.00,1.00,37.00,99.86%
5/25/2019,Google - Generic - Corporate - Massage,13.00,759.00,46.00,2.00, -   ,52.45%
5/25/2019,Google - Generic - In Home - Massage Memberships, -   ,8.00, -   ,5.00, -   ,26.67%
5/25/2019,Google - Generic - Massage - Core - National,169.00,2378.00,479.00,2.00,5.00,21.96%
5/25/2019,Google - Generic - In Home - Massage Home Modifier - National,236.00,1837.00,1462.00,1.00,6.00,68.52%
5/25/2019,Google - Generic - Masseuse,4.00,9.00,5.00,2.00,4.00,100.00%
5/25/2019,Google - Generic - Corporate - Competitor, -   ,33.00, -   ,3.00, -   ,12.36%
5/25/2019,Google - Generic - Therapist - CA, -   ,2.00, -   ,2.00, -   ,66.67%
5/25/2019,Google - Generic - In Home - Massage Geo - Focus,46.00,1365.00,113.00,2.00,2.00,71.21%
5/25/2019,Google - Generic - In Home - Massage Home Modifier - Focus,14.00,123.00,46.00,2.00, -   ,69.49%
5/26/2019,Google - Generic - Massage - SKAG - National,84.00,2319.00,201.00,2.00,5.00,11.11%
5/26/2019,Google - Brand - Core - SKAG,214.00,716.00,378.00,1.00,41.00,100.00%
5/26/2019,Google - Generic - Google Play - App,10.00,111.00,75.00,1.00,1.00,100.00%
5/26/2019,Google - Generic - Massage - Core - National,175.00,2551.00,498.00,2.00,9.00,26.08%
5/26/2019,Google - Generic - In Home - Massage Home Modifier - National,269.00,1964.00,1438.00,1.00,24.00,71.68%
5/26/2019,Google - Generic - Masseuse, -   ,17.00, -   ,2.00, -   ,100.00%
5/26/2019,Google - Generic - Corporate - Competitor, -   ,46.00, -   ,4.00, -   ,16.25%
5/26/2019,Google - Generic - Therapist - US, -   ,25.00, -   ,2.00, -   ,52.08%
5/26/2019,Google - Generic - Therapist - CA,1.00,3.00,2.00,2.00, -   ,100.00%
5/26/2019,Google - Generic - Geo Keywords - Massage,535.00,13648.00,782.00,2.00,14.00,40.24%
5/26/2019,Google - Generic - In Home - Massage Geo - Focus,64.00,1357.00,151.00,2.00, -   ,72.03%
5/26/2019,Google - Generic - In Home - Massage Home Modifier - Focus,25.00,230.00,117.00,1.00,2.00,77.70%
5/27/2019,Google - Brand - Core - SKAG,182.00,778.00,387.00,1.00,48.00,99.23%
5/27/2019,Google - Generic - Corporate - Massage,7.00,754.00,48.00,2.00, -   ,47.84%
5/27/2019,Google - Generic - Competitors,8.00,139.00,67.00,2.00, -   ,64.65%
5/27/2019,Google - Brand - Corporate - Brand, -   ,2.00, -   ,1.00, -   ,100.00%
5/27/2019,Google - Generic - Google Play - App,14.00,106.00,64.00,1.00,1.00,99.07%
5/27/2019,Google - Generic - In Home - Massage Home Modifier - National,259.00,2061.00,1335.00,2.00,14.00,68.95%
5/27/2019,Google - Generic - Corporate - Competitor,1.00,24.00,7.00,3.00, -   ,14.04%
5/27/2019,Google - Brand - Extra Tokens,33.00,160.00,70.00,1.00,4.00,100.00%
5/27/2019,Google - Generic - Therapist - US,1.00,25.00,1.00,1.00, -   ,58.14%
5/27/2019,Google - Generic - Therapist - CA, -   ,4.00, -   ,2.00, -   ,100.00%
5/27/2019,Google - Generic - In Home - Massage Geo - Focus,58.00,1338.00,151.00,2.00, -   ,68.65%
5/28/2019,Google - Brand - Core - SKAG,218.00,988.00,490.00,1.00,34.00,99.60%
5/28/2019,Google - Generic - Corporate - Massage,22.00,1043.00,215.00,2.00,2.00,52.89%
5/28/2019,Google - Generic - Competitors,21.00,187.00,173.00,2.00,1.00,73.33%
5/28/2019,Google - Generic - In Home - Massage Memberships,1.00,13.00,0.00,4.00, -   ,26.00%
5/28/2019,Google - UAC - In Home - Android,128.00,6543.00,27.00,3.00,30.00,<10%
5/28/2019,Google - Brand - Corporate - Brand,3.00,11.00,2.00,1.00, -   ,100.00%
5/28/2019,Google - Generic - Google Play - App,9.00,94.00,38.00,1.00, -   ,98.95%
5/28/2019,Google - Generic - Massage - Core - National,111.00,2315.00,383.00,2.00,4.00,24.91%
5/28/2019,Google - Generic - In Home - Massage Home Modifier - National,243.00,1986.00,1064.00,2.00,13.00,63.82%
5/28/2019,Google - Generic - Corporate - Competitor, -   ,41.00, -   ,3.00, -   ,20.00%
5/28/2019,Google - Brand - Extra Tokens,49.00,169.00,107.00,1.00,7.00,100.00%
5/28/2019,Google - Generic - In Home - Massage Geo - Focus,67.00,1600.00,182.00,2.00,1.00,67.11%
5/28/2019,Google - Generic - In Home - Massage Home Modifier - Focus,19.00,201.00,93.00,1.00, -   ,73.90%
5/29/2019,Google - Brand - Core - SKAG,193.00,862.00,325.00,1.00,26.00,100.00%
5/29/2019,Google - Generic - Corporate - Massage,34.00,1167.00,510.00,2.00,5.00,54.66%
5/29/2019,Google - UAC - In Home - Android,165.00,8912.00,33.00,2.00,34.00,<10%
5/29/2019,Google - Brand - Corporate - Brand, -   ,17.00, -   ,1.00, -   ,100.00%
5/29/2019,Google - Generic - Google Play - App,5.00,96.00,11.00,1.00, -   ,98.97%
5/29/2019,Google - Generic - In Home - Massage Home Modifier - National,236.00,2177.00,893.00,1.00,7.00,65.83%
5/29/2019,Google - Generic - Masseuse,2.00,16.00,5.00,1.00, -   ,94.12%
5/29/2019,Google - Generic - Corporate - Competitor, -   ,29.00, -   ,2.00, -   ,15.59%
5/29/2019,Google - Brand - Extra Tokens,39.00,204.00,67.00,1.00,5.00,100.00%
5/29/2019,Google - Generic - Therapist - US,2.00,33.00,4.00,2.00, -   ,62.26%
5/29/2019,Google - Generic - Geo Keywords - Massage,514.00,14574.00,747.00,2.00,4.00,35.64%
5/29/2019,Google - Generic - In Home - Massage Geo - Focus,64.00,1624.00,165.00,2.00, -   ,68.26%
5/29/2019,Google - Generic - In Home - Massage Home Modifier - Focus,15.00,177.00,71.00,1.00,3.00,71.95%
