Unsaved report,,,,,,,
"January 1, 2019 - August 24, 2019",,,,,,,
Day,Campaign, Clicks , Impressions , Cost , Avg. position , Conversions ,Search Impr. share
2/2/2019,Google - Generic - DSA,88.00,1170.00,25.00,3.00,2.00,<10%
2/2/2019,Google - Generic - Corporate - Massage,24.00,1749.00,192.00,2.00, -   ,53.87%
2/2/2019,Google - Generic - Google Play - App,10.00,106.00,34.00,1.00, -   ,97.25%
2/2/2019,Google - Generic - Massage - Core - National,276.00,4686.00,655.00,2.00,11.00,27.04%
2/2/2019,Google - Generic - Masseuse,15.00,429.00,35.00,3.00, -   ,54.10%
2/2/2019,Google - Generic - In Home - Competitors Reme, -   ,13.00, -   ,1.00, -   ,81.25%
2/2/2019,Google - Generic - Corporate - Competitor, -   ,54.00, -   ,4.00, -   ,23.18%
2/2/2019,Google - Generic - Therapist - US,2.00,15.00,3.00,2.00, -   ,39.47%
2/2/2019,Google - Generic - Therapist - CA, -   ,15.00, -   ,2.00, -   ,93.75%
2/2/2019,Croud_Google_Non-Brand_In Home_Couples & Valentines Day,2.00,143.00,4.00,3.00, -   ,41.09%
2/3/2019,Google - Brand - Core - SKAG,142.00,679.00,238.00,1.00,21.00,99.71%
2/3/2019,Google - Generic - In Home - Massage Memberships, -   ,1.00, -   ,4.00, -   ,20.00%
2/3/2019,Google - Generic - Google Play - App,16.00,102.00,64.00,1.00, -   ,99.03%
2/3/2019,Google - Generic - Massage - Core - National,234.00,4080.00,647.00,2.00,5.00,26.08%
2/3/2019,Google - Generic - In Home - Massage Home Modifier - National,164.00,1761.00,1015.00,2.00,6.00,62.31%
2/3/2019,Google - Generic - Masseuse,13.00,455.00,29.00,3.00, -   ,59.87%
2/3/2019,Google - Generic - Corporate - Competitor, -   ,84.00, -   ,4.00, -   ,32.06%
2/3/2019,Google - Brand - Extra Tokens,60.00,335.00,140.00,1.00,4.00,34.08%
2/3/2019,Google - Generic - Geo Keywords - Massage,248.00,10449.00,308.00,3.00,6.00,23.08%
2/3/2019,Croud_Google_Non-Brand_In Home_Couples & Valentines Day,6.00,159.00,10.00,3.00, -   ,46.63%
2/4/2019,Google - Brand - Core - SKAG,161.00,887.00,351.00,1.00,4.00,100.00%
2/4/2019,Google - Generic - DSA,67.00,1221.00,31.00,3.00,2.00,<10%
2/4/2019,Google - Generic - Corporate - Massage,27.00,1633.00,207.00,2.00,3.00,46.82%
2/4/2019,Google - UAC - In Home - Android,126.00,4434.00,20.00,3.00,17.00,<10%
2/4/2019,Google - Brand - Corporate - Brand, -   ,6.00, -   ,1.00, -   ,100.00%
2/4/2019,Google - Generic - Google Play - App,14.00,79.00,49.00,1.00, -   ,98.75%
2/4/2019,Google - Generic - In Home - Massage Home Modifier - National,242.00,2328.00,1375.00,2.00,13.00,58.40%
2/4/2019,Google - Generic - Masseuse,4.00,89.00,7.00,3.00, -   ,34.77%
2/4/2019,Google - Generic - Corporate - Competitor, -   ,67.00, -   ,3.00, -   ,23.76%
2/4/2019,Google - Brand - Extra Tokens,88.00,454.00,124.00,1.00,5.00,34.63%
2/4/2019,Google - Generic - Therapist - US, -   ,25.00, -   ,2.00, -   ,46.30%
2/4/2019,Google - Generic - Geo Keywords - Massage,309.00,14367.00,398.00,2.00,6.00,22.27%
2/4/2019,Croud_Google_Non-Brand_In Home_Couples & Valentines Day,23.00,493.00,43.00,2.00, -   ,62.56%
2/5/2019,Google - Generic - DSA,88.00,1188.00,28.00,3.00, -   ,<10%
2/5/2019,Google - Generic - Corporate - Massage,30.00,1747.00,250.00,2.00,2.00,49.83%
2/5/2019,Google - Generic - In Home - Massage Memberships, -   ,2.00, -   ,3.00, -   ,22.22%
2/5/2019,Google - UAC - In Home - Android,152.00,4997.00,23.00,3.00,16.00,<10%
2/5/2019,Google - Brand - Corporate - Brand,1.00,8.00,1.00,1.00, -   ,88.89%
2/5/2019,Google - Generic - Massage Types,97.00,3280.00,125.00,2.00, -   ,29.65%
2/5/2019,Google - Generic - Google Play - App,11.00,91.00,33.00,1.00, -   ,96.81%
2/5/2019,Google - Generic - In Home - Massage Home Modifier - National,240.00,2548.00,1355.00,2.00,9.00,66.06%
2/5/2019,Google - Generic - In Home - Competitors Reme, -   ,15.00, -   ,2.00, -   ,68.18%
2/5/2019,Google - Generic - Corporate - Competitor,1.00,49.00,5.00,3.00, -   ,20.94%
2/5/2019,Google - Brand - Extra Tokens,108.00,585.00,182.00,1.00,5.00,41.34%
2/5/2019,Google - Generic - Therapist - CA,1.00,9.00,1.00,2.00, -   ,45.00%
2/5/2019,Google - Generic - Geo Keywords - Massage,337.00,12891.00,445.00,3.00,1.00,22.28%
2/5/2019,Croud_Google_Non-Brand_In Home_Couples & Valentines Day,11.00,433.00,23.00,2.00, -   ,56.75%
2/6/2019,Google - Generic - Massage - SKAG - National,46.00,2098.00,38.00,3.00,1.00,<10%
2/6/2019,Google - Brand - Core - SKAG,144.00,750.00,129.00,1.00,8.00,91.13%
2/6/2019,Google - Generic - DSA,68.00,1071.00,48.00,3.00, -   ,<10%
2/6/2019,Google - Generic - Corporate - Massage,37.00,1830.00,389.00,2.00,2.00,49.49%
2/6/2019,Google - Generic - In Home - Massage Memberships, -   ,5.00, -   ,3.00, -   ,45.45%
2/6/2019,Google - Brand - Corporate - Brand, -   ,3.00, -   ,1.00, -   ,100.00%
2/6/2019,Google - Generic - Massage Types,95.00,3382.00,131.00,2.00,1.00,29.61%
2/6/2019,Google - Generic - Google Play - App,13.00,85.00,44.00,2.00, -   ,98.84%
2/6/2019,Google - Generic - In Home - Massage Home Modifier - National,285.00,3132.00,1786.00,2.00,9.00,76.48%
2/6/2019,Google - Generic - Masseuse, -   ,27.00, -   ,2.00, -   ,22.31%
2/6/2019,Google - Generic - In Home - Competitors Reme, -   ,26.00, -   ,2.00, -   ,83.87%
2/6/2019,Google - Generic - Corporate - Competitor, -   ,39.00, -   ,3.00, -   ,18.22%
2/6/2019,Croud_Google_Non-Brand_In Home_Couples & Valentines Day,20.00,569.00,40.00,2.00, -   ,65.86%
2/7/2019,Google - Generic - Massage - SKAG - National,54.00,1950.00,47.00,3.00,2.00,<10%
2/7/2019,Google - Brand - Core - SKAG,129.00,735.00,182.00,1.00,9.00,89.54%
2/7/2019,Google - Generic - Corporate - Massage,55.00,1748.00,637.00,2.00,8.00,48.19%
2/7/2019,Google - Generic - In Home - Massage Memberships, -   ,1.00, -   ,2.00, -   ,25.00%
2/7/2019,Google - UAC - In Home - Android,145.00,5233.00,28.00,2.00,19.00,<10%
2/7/2019,Google - Generic - Massage Types,109.00,3683.00,148.00,2.00, -   ,30.77%
2/7/2019,Google - Generic - Google Play - App,15.00,87.00,35.00,2.00,1.00,100.00%
2/7/2019,Google - Generic - In Home - Massage Home Modifier - National,310.00,3077.00,1913.00,2.00,14.00,73.06%
2/7/2019,Google - Generic - Masseuse,1.00,23.00,1.00,3.00, -   ,19.33%
2/7/2019,Google - Generic - In Home - Competitors Reme,2.00,19.00,6.00,2.00, -   ,79.17%
2/7/2019,Google - Generic - Corporate - Competitor,2.00,28.00,4.00,3.00, -   ,11.43%
2/7/2019,Google - Generic - Therapist - US,1.00,16.00,2.00,2.00, -   ,34.04%
2/7/2019,Croud_Google_Non-Brand_In Home_Couples & Valentines Day,52.00,1065.00,117.00,2.00, -   ,75.37%
2/8/2019,Google - Generic - Massage - SKAG - National,67.00,2485.00,66.00,3.00, -   ,<10%
2/8/2019,Google - Generic - DSA,39.00,949.00,10.00,2.00, -   ,<10%
2/8/2019,Google - UAC - In Home - Android,121.00,4885.00,23.00,3.00,19.00,<10%
2/8/2019,Google - Brand - Corporate - Brand, -   ,8.00, -   ,1.00, -   ,100.00%
2/8/2019,Google - Generic - Masseuse,1.00,17.00,1.00,3.00, -   ,21.79%
2/8/2019,Croud_Google_Non-Brand_In Home_Couples & Valentines Day,103.00,1905.00,277.00,2.00,1.00,85.28%
2/9/2019,Google - Generic - Massage - SKAG - National,80.00,2309.00,66.00,3.00,2.00,<10%
2/9/2019,Google - Generic - DSA,43.00,781.00,21.00,2.00, -   ,<10%
2/9/2019,Google - Generic - In Home - Massage Memberships, -   ,1.00, -   ,1.00, -   ,50.00%
2/9/2019,Google - UAC - In Home - Android,114.00,4327.00,18.00,3.00,27.00,<10%
2/9/2019,Google - Generic - In Home - Massage Home Modifier - National,320.00,3123.00,1577.00,2.00,12.00,79.89%
2/9/2019,Google - Generic - Therapist - CA, -   ,5.00, -   ,2.00, -   ,62.50%
2/9/2019,Google - Generic - Geo Keywords - Massage,353.00,13582.00,433.00,2.00,8.00,24.18%
2/10/2019,Google - Generic - DSA,42.00,895.00,18.00,2.00, -   ,<10%
2/10/2019,Google - Generic - Corporate - Massage,17.00,1197.00,104.00,2.00, -   ,45.86%
2/10/2019,Google - Generic - In Home - Massage Memberships,1.00,3.00,1.00,2.00, -   ,42.86%
2/10/2019,Google - Generic - Massage Types,141.00,4111.00,207.00,2.00,1.00,35.72%
2/10/2019,Google - Generic - In Home - Massage Home Modifier - National,332.00,3475.00,1524.00,1.00,19.00,84.16%
2/10/2019,Google - Generic - In Home - Competitors Reme,1.00,17.00,1.00,1.00, -   ,89.47%
2/10/2019,Google - Brand - Extra Tokens,121.00,1084.00,212.00,1.00,10.00,62.30%
2/10/2019,Google - Generic - Therapist - CA, -   ,8.00, -   ,2.00, -   ,80.00%
2/10/2019,Google - Generic - Geo Keywords - Massage,447.00,16020.00,674.00,2.00,12.00,28.48%
2/11/2019,Google - Brand - Core - SKAG,185.00,928.00,143.00,1.00,12.00,94.81%
2/11/2019,Google - Generic - DSA,40.00,837.00,20.00,2.00, -   ,<10%
2/11/2019,Google - Generic - In Home - Massage Memberships, -   ,2.00, -   ,2.00, -   ,20.00%
2/11/2019,Google - Brand - Corporate - Brand,2.00,17.00,6.00,1.00, -   ,94.44%
2/11/2019,Google - Generic - Massage Types,87.00,3934.00,101.00,2.00,2.00,29.55%
2/11/2019,Google - Generic - Google Play - App,7.00,94.00,16.00,2.00, -   ,96.91%
2/11/2019,Google - Generic - Massage - Core - National,249.00,4132.00,607.00,2.00,7.00,28.70%
2/11/2019,Google - Generic - Corporate - Competitor,2.00,48.00,5.00,4.00, -   ,18.70%
2/11/2019,Google - Brand - Extra Tokens,135.00,790.00,170.00,1.00,13.00,48.98%
2/11/2019,Google - Generic - Therapist - CA, -   ,8.00, -   ,2.00, -   ,44.44%
2/11/2019,Croud_Google_Non-Brand_In Home_Couples & Valentines Day,114.00,2285.00,300.00,2.00, -   ,78.45%
2/12/2019,Google - Generic - Massage - SKAG - National,112.00,3385.00,112.00,3.00, -   ,<10%
2/12/2019,Google - Generic - DSA,30.00,769.00,15.00,2.00, -   ,<10%
2/12/2019,Google - Generic - Competitors,51.00,1075.00,77.00,2.00,3.00,11.17%
2/12/2019,Google - Generic - In Home - Massage Memberships, -   ,1.00, -   ,3.00, -   ,20.00%
2/12/2019,Google - Generic - Massage - Core - National,237.00,3955.00,500.00,2.00,6.00,27.45%
2/12/2019,Google - Generic - In Home - Massage Home Modifier - National,340.00,3616.00,1595.00,1.00,11.00,83.49%
8/24/2019,Google - Generic - Massage - SKAG - Focus,17.00,470.00,49.00,2.00,1.00,16.08%
8/24/2019,Google - Generic - Massage - Core - Focus,47.00,893.00,152.00,2.00, -   ,34.55%
8/24/2019,YouTube - Retargeting - Non Converters- CPM,4.00,1842.00,28.00,1.00, -   , --
8/24/2019,Google - Generic - Assisted Stretching - NYC Geo,8.00,312.00,31.00,2.00, -   ,76.85%
1/1/2019,Google - Generic - Corporate - Massage,8.00,679.00,42.00,3.00, -   ,30.71%
1/1/2019,Croud_Google_GDN_In Home_Membership Remarketing,6.00,2473.00,15.00,1.00, -   , --
1/1/2019,Google - Generic - Massage Types,24.00,797.00,24.00,3.00, -   ,27.98%
1/1/2019,Google - Generic - Massage - Core - National,149.00,3029.00,277.00,2.00,6.00,23.38%
1/1/2019,Google - Generic - In Home - Competitors Reme, -   ,15.00, -   ,1.00, -   ,93.75%
1/1/2019,Google - Generic - Corporate - Competitor,1.00,37.00,4.00,4.00, -   ,20.79%
1/2/2019,Google - Generic - Competitors,51.00,2772.00,70.00,2.00,1.00,17.61%
1/2/2019,Croud_Google_GDN_In Home_Membership Remarketing,4.00,1795.00,18.00,1.00, -   , --
1/2/2019,Google - Generic - Google Play - App,7.00,72.00,20.00,1.00, -   ,98.63%
1/2/2019,Google - Generic - Massage - Core - National,158.00,3573.00,402.00,2.00,3.00,23.80%
1/2/2019,Google - Generic - In Home - Competitors Reme, -   ,17.00, -   ,1.00, -   ,80.95%
1/2/2019,Google - Brand - Extra Tokens,55.00,353.00,51.00,1.00,8.00,45.43%
1/2/2019,Croud_Google_Non-Brand_In Home_Gift,11.00,376.00,14.00,3.00, -   ,37.45%
1/2/2019,Google - Generic - Therapist - US,1.00,13.00,1.00,2.00, -   ,28.89%
1/3/2019,Google - Generic - Massage - SKAG - National,177.00,8721.00,190.00,3.00,1.00,12.46%
1/3/2019,Google - Brand - Core - SKAG,127.00,798.00,104.00,1.00,21.00,96.61%
1/3/2019,Croud_Google_GDN_In Home_Re-marketing,11.00,5566.00,11.00,1.00, -   , --
1/3/2019,Google - Generic - Corporate - Massage,12.00,747.00,55.00,3.00,1.00,29.73%
1/3/2019,Croud_Google_GDN_In Home_Membership Remarketing,8.00,4725.00,17.00,1.00, -   , --
1/3/2019,Google - Brand - Corporate - Brand,1.00,10.00,3.00,1.00, -   ,100.00%
1/3/2019,Google - Generic - Google Play - App,9.00,72.00,24.00,1.00,1.00,100.00%
1/3/2019,Google - Generic - Therapist - US, -   ,10.00, -   ,2.00, -   ,22.22%
1/3/2019,Google - Generic - Therapist - CA, -   ,4.00, -   ,1.00, -   ,40.00%
1/3/2019,Google - Generic - Geo Keywords - Massage,246.00,9872.00,237.00,3.00,4.00,19.96%
1/4/2019,Google - Generic - DSA,85.00,761.00,15.00,3.00, -   ,<10%
1/4/2019,Google - Generic - Corporate - Massage,17.00,748.00,105.00,3.00,2.00,29.84%
1/4/2019,Google - Generic - Competitors,54.00,2414.00,75.00,2.00, -   ,16.10%
1/4/2019,Croud_Google_GDN_In Home_Membership Remarketing,7.00,4184.00,14.00,1.00, -   , --
1/4/2019,Google - Generic - Massage Types,39.00,1265.00,51.00,3.00, -   ,34.24%
1/4/2019,Google - Generic - Google Play - App,11.00,83.00,34.00,1.00, -   ,100.00%
1/4/2019,Google - Generic - In Home - Competitors Reme,3.00,210.00,10.00,2.00, -   ,60.69%
1/4/2019,Google - Generic - Corporate - Competitor, -   ,18.00, -   ,3.00, -   ,12.00%
1/5/2019,Google - Generic - DSA,164.00,1416.00,31.00,2.00, -   ,10.19%
1/5/2019,Google - Generic - Google Play - App,15.00,70.00,44.00,1.00,1.00,98.59%
1/5/2019,Google - Generic - In Home - Massage Home Modifier - National,232.00,3171.00,822.00,2.00,3.00,80.83%
1/5/2019,Google - Generic - In Home - Competitors Reme, -   ,125.00, -   ,2.00, -   ,60.39%
1/5/2019,Google - Generic - Corporate - Competitor, -   ,21.00, -   ,4.00, -   ,13.82%
1/5/2019,Google - Brand - Extra Tokens,58.00,295.00,102.00,1.00,5.00,44.10%
1/5/2019,Croud_Google_Non-Brand_In Home_Gift,13.00,376.00,15.00,2.00, -   ,41.05%
1/5/2019,Google - Generic - Geo Keywords - Massage,246.00,7944.00,233.00,3.00,3.00,18.82%
1/6/2019,Google - Brand - Core - SKAG,117.00,648.00,161.00,1.00,6.00,97.30%
1/6/2019,Google - Generic - Corporate - Massage,17.00,660.00,78.00,3.00,1.00,30.80%
1/6/2019,Google - Generic - Competitors,48.00,2366.00,65.00,2.00, -   ,18.56%
1/6/2019,Google - Generic - Massage Types,29.00,1111.00,39.00,3.00, -   ,35.15%
1/6/2019,Google - Generic - Google Play - App,18.00,85.00,51.00,1.00,1.00,100.00%
1/6/2019,Google - Generic - Massage - Core - National,191.00,3903.00,358.00,2.00,3.00,27.36%
1/6/2019,Google - Generic - In Home - Massage Home Modifier - National,235.00,3107.00,803.00,2.00,7.00,80.53%
1/6/2019,Google - Generic - Masseuse, -   ,5.00, -   ,2.00, -   ,62.50%
1/6/2019,Google - Generic - In Home - Competitors Reme,2.00,134.00,4.00,1.00, -   ,60.09%
1/6/2019,Google - Generic - Geo Keywords - Massage,235.00,8131.00,228.00,3.00,2.00,19.87%
1/7/2019,Google - Brand - Core - SKAG,159.00,828.00,163.00,1.00,13.00,98.69%
1/7/2019,Google - Generic - DSA,128.00,1185.00,27.00,3.00, -   ,<10%
1/7/2019,Croud_Google_GDN_In Home_Re-marketing,21.00,6744.00,22.00,1.00,1.00, --
1/7/2019,Croud_Google_GDN_In Home_Re-engagement,1.00,3701.00,15.00,1.00, -   , --
1/7/2019,Google - Generic - In Home - Massage Memberships, -   ,2.00, -   ,3.00, -   ,20.00%
1/7/2019,Croud_Google_GDN_In Home_Membership Remarketing,4.00,2397.00,31.00,1.00, -   , --
1/7/2019,Google - UAC - In Home - Android,96.00,3457.00,15.00,3.00,7.00,<10%
1/7/2019,Google - Generic - Massage Types,20.00,804.00,20.00,3.00, -   ,24.48%
1/7/2019,Google - Generic - Massage - Core - National,177.00,3466.00,395.00,2.00,3.00,26.20%
1/7/2019,Google - Generic - Masseuse,1.00,9.00,1.00,2.00, -   ,81.82%
1/7/2019,Google - Generic - Corporate - Competitor,1.00,17.00,2.00,3.00, -   ,10.62%
1/7/2019,Google - Brand - Extra Tokens,40.00,260.00,73.00,1.00,3.00,36.16%
1/7/2019,Croud_Google_Non-Brand_In Home_Gift,4.00,112.00,4.00,3.00, -   ,41.95%
1/7/2019,Google - Generic - Therapist - US,2.00,14.00,2.00,2.00, -   ,34.15%
1/7/2019,Google - Generic - Geo Keywords - Massage,227.00,9457.00,207.00,3.00,2.00,19.75%
1/8/2019,Google - Generic - Massage - SKAG - National,61.00,2602.00,48.00,3.00, -   ,<10%
1/8/2019,Google - Brand - Core - SKAG,142.00,826.00,230.00,1.00,12.00,98.57%
1/8/2019,Google - Generic - DSA,88.00,1085.00,22.00,3.00, -   ,<10%
1/8/2019,Croud_Google_GDN_In Home_Re-marketing,14.00,3755.00,22.00,1.00,1.00, --
1/8/2019,Croud_Google_GDN_In Home_Re-engagement,2.00,1737.00,31.00,1.00, -   , --
1/8/2019,Google - Generic - Competitors,28.00,1083.00,40.00,2.00,1.00,11.47%
1/8/2019,Google - UAC - In Home - Android,109.00,4031.00,18.00,3.00,25.00,<10%
1/8/2019,Google - Brand - Corporate - Brand, -   ,9.00, -   ,1.00, -   ,90.00%
1/8/2019,Google - Generic - Google Play - App,4.00,71.00,8.00,1.00, -   ,98.61%
1/8/2019,Google - Generic - Massage - Core - National,135.00,3177.00,312.00,2.00,4.00,24.34%
1/8/2019,Google - Generic - Masseuse, -   ,6.00, -   ,2.00, -   ,54.55%
1/8/2019,Google - Brand - Extra Tokens,52.00,332.00,90.00,1.00,4.00,39.81%
1/8/2019,Google - Generic - Therapist - US, -   ,8.00, -   ,3.00, -   ,20.51%
1/8/2019,Google - Generic - Geo Keywords - Massage,218.00,8549.00,200.00,3.00,2.00,17.95%
1/9/2019,Google - Generic - DSA,72.00,936.00,21.00,3.00,1.00,<10%
1/9/2019,Google - Generic - Corporate - Massage,17.00,676.00,67.00,3.00,4.00,28.23%
1/9/2019,Croud_Google_GDN_In Home_Membership Remarketing,4.00,2599.00,17.00,1.00, -   , --
1/9/2019,Google - UAC - In Home - Android,93.00,3369.00,14.00,3.00,13.00,<10%
1/9/2019,Google - Generic - Massage Types,23.00,800.00,25.00,3.00, -   ,25.32%
1/9/2019,Google - Generic - Massage - Core - National,133.00,3237.00,293.00,2.00,1.00,25.60%
1/9/2019,Google - Generic - In Home - Massage Home Modifier - National,215.00,3101.00,779.00,2.00,12.00,72.30%
1/9/2019,Google - Brand - Extra Tokens,48.00,292.00,63.00,1.00,3.00,37.92%
1/9/2019,Google - Generic - Geo Keywords - Massage,225.00,8303.00,214.00,3.00,4.00,17.57%
1/10/2019,Google - Brand - Core - SKAG,141.00,761.00,263.00,1.00,11.00,98.83%
1/10/2019,Google - Generic - DSA,68.00,970.00,17.00,3.00, -   ,<10%
1/10/2019,Croud_Google_GDN_In Home_Re-engagement,3.00,788.00,34.00,1.00, -   , --
1/10/2019,Google - Brand - Corporate - Brand,3.00,13.00,8.00,2.00, -   ,100.00%
1/10/2019,Google - Generic - Google Play - App,7.00,58.00,25.00,1.00, -   ,100.00%
1/10/2019,Google - Generic - In Home - Massage Home Modifier - National,208.00,3080.00,789.00,2.00,1.00,73.86%
1/10/2019,Google - Generic - Corporate - Competitor, -   ,22.00, -   ,4.00, -   ,10.68%
1/10/2019,Google - Generic - Therapist - US,1.00,8.00,1.00,2.00, -   ,16.00%
1/10/2019,Google - Generic - Therapist - CA, -   ,10.00, -   ,2.00, -   ,66.67%
1/11/2019,Google - Generic - In Home - Massage Memberships, -   ,2.00, -   ,4.00, -   ,22.22%
1/11/2019,Croud_Google_GDN_In Home_Membership Remarketing,5.00,3524.00,23.00,1.00, -   , --
1/11/2019,Google - UAC - In Home - Android,104.00,3052.00,17.00,3.00,20.00,<10%
1/11/2019,Google - Brand - Corporate - Brand,4.00,9.00,11.00,2.00,1.00,90.00%
1/11/2019,Google - Generic - Massage Types,41.00,1432.00,46.00,3.00, -   ,23.74%
1/11/2019,Google - Generic - Google Play - App,7.00,67.00,17.00,1.00, -   ,98.53%
1/11/2019,Google - Generic - Massage - Core - National,149.00,3011.00,349.00,2.00,4.00,23.25%
1/11/2019,Google - Generic - In Home - Massage Home Modifier - National,206.00,2760.00,865.00,2.00,5.00,74.74%
1/11/2019,Google - Generic - Masseuse,7.00,169.00,19.00,3.00, -   ,55.59%
1/11/2019,Google - Generic - In Home - Competitors Reme,1.00,22.00,5.00,2.00, -   ,88.00%
1/11/2019,Google - Generic - Therapist - US,1.00,12.00,1.00,2.00, -   ,32.43%
1/11/2019,Google - Generic - Geo Keywords - Massage,231.00,8219.00,229.00,3.00,3.00,18.31%
1/12/2019,Google - Generic - Massage - SKAG - National,111.00,3117.00,95.00,3.00,3.00,<10%
1/12/2019,Croud_Google_GDN_In Home_Re-engagement, -   ,2081.00, -   ,1.00, -   , --
1/12/2019,Google - Generic - Competitors,76.00,2027.00,123.00,2.00,2.00,18.39%
1/12/2019,Croud_Google_GDN_In Home_Membership Remarketing,5.00,1561.00,21.00,1.00, -   , --
1/12/2019,Google - Brand - Corporate - Brand,1.00,2.00,5.00,1.00, -   ,66.67%
1/12/2019,Google - Generic - Massage - Core - National,160.00,3244.00,394.00,2.00,3.00,22.94%
1/12/2019,Google - Generic - In Home - Massage Home Modifier - National,265.00,2695.00,1070.00,2.00,10.00,79.03%
1/12/2019,Google - Generic - Masseuse,8.00,262.00,26.00,3.00, -   ,63.29%
1/12/2019,Google - Generic - In Home - Competitors Reme, -   ,4.00, -   ,1.00, -   ,66.67%
1/12/2019,Google - Brand - Extra Tokens,64.00,292.00,110.00,1.00,6.00,40.73%
1/12/2019,Google - Generic - Geo Keywords - Massage,256.00,8126.00,244.00,3.00,7.00,19.66%
1/13/2019,Google - Brand - Core - SKAG,133.00,678.00,176.00,1.00,16.00,100.00%
1/13/2019,Croud_Google_GDN_In Home_Re-engagement,4.00,2593.00,19.00,1.00, -   , --
1/13/2019,Croud_Google_GDN_In Home_Membership Remarketing,8.00,2933.00,24.00,1.00, -   , --
1/13/2019,Google - Generic - Massage Types,69.00,2126.00,84.00,3.00,1.00,31.09%
1/13/2019,Google - Generic - Google Play - App,12.00,88.00,43.00,1.00,1.00,100.00%
1/13/2019,Google - Generic - Massage - Core - National,177.00,3396.00,408.00,2.00,4.00,24.72%
1/13/2019,Google - Generic - In Home - Massage Home Modifier - National,249.00,2939.00,900.00,1.00,12.00,82.14%
1/13/2019,Google - Generic - Masseuse,11.00,450.00,29.00,2.00, -   ,76.53%
1/13/2019,Google - Generic - In Home - Competitors Reme,1.00,12.00,4.00,2.00, -   ,85.71%
1/13/2019,Google - Generic - Therapist - US,1.00,14.00,1.00,2.00, -   ,37.84%
1/13/2019,Google - Generic - Therapist - CA, -   ,16.00, -   ,3.00, -   ,72.73%
1/14/2019,Google - Brand - Core - SKAG,150.00,911.00,278.00,1.00,19.00,99.78%
1/14/2019,Croud_Google_GDN_In Home_Re-engagement,1.00,1651.00,17.00,1.00, -   , --
1/14/2019,Google - Generic - In Home - Massage Memberships, -   ,2.00, -   ,3.00, -   ,50.00%
1/14/2019,Croud_Google_GDN_In Home_Membership Remarketing,2.00,3547.00,5.00,1.00, -   , --
1/14/2019,Google - UAC - In Home - Android,144.00,5469.00,20.00,2.00,22.00,<10%
1/14/2019,Google - Brand - Corporate - Brand,1.00,6.00,4.00,2.00, -   ,100.00%
1/14/2019,Google - Generic - Google Play - App,9.00,72.00,44.00,1.00, -   ,100.00%
1/14/2019,Google - Generic - Massage - Core - National,210.00,3602.00,492.00,2.00,5.00,26.00%
1/14/2019,Google - Generic - In Home - Massage Home Modifier - National,167.00,2300.00,715.00,1.00,4.00,76.95%
1/14/2019,Google - Generic - Masseuse,14.00,684.00,38.00,2.00, -   ,71.62%
1/14/2019,Google - Generic - Corporate - Competitor, -   ,36.00, -   ,3.00, -   ,22.78%
1/14/2019,Google - Generic - Therapist - US,3.00,15.00,4.00,2.00, -   ,28.85%
1/14/2019,Google - Generic - Geo Keywords - Massage,253.00,9903.00,242.00,3.00,5.00,20.44%
1/15/2019,Google - Generic - Massage - SKAG - National,131.00,5964.00,132.00,3.00,1.00,10.03%
1/15/2019,Google - Generic - DSA,109.00,1044.00,22.00,3.00,1.00,<10%
1/15/2019,Croud_Google_GDN_In Home_Re-engagement,2.00,3041.00,15.00,1.00, -   , --
1/15/2019,Google - Generic - Competitors,43.00,2033.00,69.00,2.00, -   ,15.12%
1/15/2019,Google - UAC - In Home - Android,312.00,12976.00,38.00,1.00,32.00,<10%
1/15/2019,Google - Generic - Google Play - App,7.00,85.00,20.00,1.00, -   ,100.00%
1/15/2019,Google - Generic - In Home - Competitors Reme,1.00,23.00,3.00,2.00, -   ,60.53%
1/15/2019,Google - Brand - Extra Tokens,61.00,341.00,110.00,1.00,5.00,38.23%
1/15/2019,Google - Generic - Therapist - US,2.00,20.00,2.00,2.00, -   ,37.04%
1/15/2019,Google - Generic - Therapist - CA, -   ,20.00, -   ,2.00, -   ,52.63%
1/15/2019,Google - Generic - Geo Keywords - Massage,248.00,9390.00,254.00,3.00,3.00,19.70%
1/16/2019,Google - Generic - Massage - SKAG - National,117.00,5824.00,128.00,3.00,1.00,<10%
1/16/2019,Google - Brand - Core - SKAG,157.00,931.00,223.00,1.00,13.00,99.57%
1/16/2019,Croud_Google_GDN_In Home_Re-engagement, -   ,2837.00, -   ,1.00, -   , --
1/16/2019,Google - Generic - In Home - Massage Memberships, -   ,2.00, -   ,5.00, -   ,50.00%
1/16/2019,Google - UAC - In Home - Android,143.00,5444.00,23.00,2.00,23.00,<10%
1/16/2019,Google - Brand - Corporate - Brand, -   ,7.00, -   ,1.00, -   ,100.00%
1/16/2019,Google - Generic - Massage Types,98.00,3275.00,156.00,2.00,1.00,36.62%
1/16/2019,Google - Generic - Massage - Core - National,175.00,3366.00,414.00,2.00,1.00,24.96%
1/16/2019,Google - Generic - In Home - Massage Home Modifier - National,229.00,2572.00,1057.00,2.00,11.00,75.71%
1/16/2019,Google - Generic - Masseuse,16.00,790.00,50.00,2.00, -   ,72.54%
1/16/2019,Google - Generic - In Home - Competitors Reme,2.00,23.00,4.00,2.00, -   ,65.71%
1/16/2019,Google - Generic - Corporate - Competitor, -   ,38.00, -   ,3.00, -   ,21.11%
1/16/2019,Google - Brand - Extra Tokens,49.00,356.00,106.00,1.00,6.00,36.62%
