,# ----------------------------------------,,,,,,,,
,# www.zeel.com,,,,,,,,
,# New Custom Report,,,,,,,,
,# 20190726-20190824,,,,,,,,
,# ----------------------------------------,,,,,,,,
,,,,,,,,,
Index,Age,Affinity Category (reach),Gender,Region,Device Category,Sessions,Avg. Session Duration,Pages / Session,All 5 Flow Conversions
245,35-44,Technology/Technophiles,male,Texas,mobile,372,0:01:43,3.59,10
246,25-34,Media & Entertainment/Movie Lovers,female,Texas,mobile,368,0:01:28,3.78,10
247,25-34,Media & Entertainment/TV Lovers,female,New York,desktop,368,0:03:25,5.9,17
248,35-44,Technology/Mobile Enthusiasts,male,California,desktop,368,0:01:55,5.27,4
249,45-54,Travel/Business Travelers,male,California,desktop,368,0:02:50,5.41,11
250,25-34,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,female,California,mobile,367,0:01:41,3.65,8
251,25-34,Media & Entertainment/Music Lovers,female,New York,mobile,367,0:01:30,3.05,4
252,35-44,Media & Entertainment/Book Lovers,female,California,desktop,367,0:03:05,5.48,13
253,35-44,Travel/Business Travelers,male,California,mobile,367,0:01:35,3.64,4
254,35-44,Media & Entertainment/Movie Lovers,female,California,mobile,366,0:02:03,4.04,13
255,45-54,Shoppers/Shoppers by Store Type/Department Store Shoppers,female,California,desktop,366,0:04:53,5.24,10
256,25-34,Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,female,California,desktop,365,0:03:45,5.9,5
257,25-34,Food & Dining/Cooking Enthusiasts,female,California,desktop,364,0:02:53,5.99,8
258,25-34,Media & Entertainment/Movie Lovers,female,Illinois,desktop,363,0:02:59,6.47,4
259,45-54,Shoppers/Value Shoppers,male,California,mobile,363,0:02:12,3.26,11
260,25-34,Sports & Fitness/Sports Fans,female,New York,desktop,362,0:03:52,5.22,18
261,25-34,Lifestyles & Hobbies/Family-Focused,female,Texas,mobile,361,0:01:21,4,9
262,35-44,Sports & Fitness/Sports Fans,male,Texas,mobile,361,0:01:47,3.54,9
263,25-34,Shoppers/Bargain Hunters,female,California,mobile,360,0:02:00,3.98,12
264,25-34,Shoppers/Luxury Shoppers,male,California,mobile,359,0:01:58,3.63,9
265,35-44,News & Politics/Avid News Readers,male,California,mobile,358,0:01:40,3.51,3
266,45-54,Banking & Finance/Avid Investors,female,California,desktop,358,0:04:48,5.49,7
267,25-34,Food & Dining/Fast Food Cravers,female,California,mobile,357,0:02:05,4.2,6
268,25-34,Lifestyles & Hobbies/Pet Lovers,female,California,mobile,357,0:02:03,4.1,11
269,35-44,Lifestyles & Hobbies/Business Professionals,female,California,mobile,357,0:02:16,4.33,16
270,35-44,Media & Entertainment/Music Lovers,male,California,mobile,357,0:01:29,3.26,3
